normal_consume,consumption_in_period,autoconsume,injection,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.0,0.0,0.266,4,12.32,65,11,0.99,1,0.27,1
0.034,0.0,0.678,3,11.82,60,12,0.95,1,0.64,1
0.0,0.0,0.275,4,15.1,54,13,0.98,1,0.28,1
0.0,0.0,0.27,4,14.54,53,14,1.0,1,0.27,1
0.0,0.0,0.254,3,14.04,52,15,1.02,1,0.25,1
0.0,0.0,0.244,2,14.04,49,16,1.02,1,0.24,1
0.326,0.0,0.073,0,12.93,52,17,0.18,1,-0.25,1
0.681,0.0,0.001,0,12.37,52,18,0.0,1,-0.68,1
1.466,0.0,0.0,0,10.11,66,19,0.0,0,-1.47,0
1.01,0.0,0.0,0,9.59,74,20,0.0,0,-1.01,0
0.576,0.0,0.0,0,9.0,78,21,0.0,0,-0.58,0
0.0,0.548,0.0,0,8.44,79,22,0.0,0,-0.55,0
0.0,0.814,0.0,0,8.44,77,23,0.0,0,-0.81,0
0.0,1.673,0.0,0,8.44,75,0,0.0,0,-1.67,0
0.0,0.975,0.0,0,6.82,77,1,0.0,0,-0.98,0
0.0,0.465,0.0,0,7.37,77,2,0.0,0,-0.46,0
0.0,0.411,0.0,0,6.82,81,3,0.0,0,-0.41,0
0.0,0.363,0.0,0,6.26,85,4,0.0,0,-0.36,0
0.0,0.334,0.0,0,6.82,82,5,0.0,0,-0.33,0
0.0,0.312,0.0,0,6.72,91,6,0.0,0,-0.31,0
0.0,0.259,0.005,0,6.72,90,7,0.02,1,-0.25,0
0.877,0.0,0.048,0,7.37,73,8,0.05,1,-0.83,1
0.269,0.0,0.161,0,8.48,70,9,0.37,1,-0.11,1
0.004,0.0,0.303,2,9.04,72,10,0.98,1,0.3,1
0.006,0.0,0.293,3,10.15,68,11,0.98,1,0.29,1
0.0,0.0,0.346,3,12.37,58,12,0.99,1,0.35,1
0.0,0.0,0.304,2,12.57,61,13,1.01,1,0.3,1
0.0,0.0,0.407,3,13.68,61,14,0.99,1,0.41,1
0.141,0.0,0.55,2,14.59,54,15,0.8,1,0.41,1
0.306,0.0,0.286,1,15.01,57,16,0.48,1,-0.02,1
0.587,0.0,0.072,0,14.59,55,17,0.11,1,-0.52,1
0.465,0.0,0.002,0,13.48,62,18,0.0,1,-0.46,1
0.51,0.0,0.0,0,11.26,69,19,0.0,0,-0.51,0
0.506,0.0,0.0,0,10.7,64,20,0.0,0,-0.51,0
0.371,0.0,0.0,0,10.01,70,21,0.0,0,-0.37,0
0.0,0.342,0.0,0,9.55,74,22,0.0,0,-0.34,0
0.0,0.446,0.0,0,9.55,77,23,0.0,0,-0.45,0
0.0,1.189,0.0,0,8.44,79,0,0.0,0,-1.19,0
0.0,1.339,0.0,0,8.48,65,1,0.0,0,-1.34,0
0.0,0.588,0.0,0,8.34,83,2,0.0,0,-0.59,0
0.0,0.356,0.0,0,7.79,82,3,0.0,0,-0.36,0
0.0,0.343,0.0,0,7.23,81,4,0.0,0,-0.34,0
0.0,0.252,0.0,0,7.23,80,5,0.0,0,-0.25,0
0.0,1.441,0.0,0,6.77,79,6,0.0,0,-1.44,0
0.0,0.2,0.058,0,6.68,81,7,0.22,1,-0.14,0
0.087,0.0,0.208,0,7.79,77,8,0.69,1,0.12,1
0.458,0.0,0.356,1,10.66,61,9,0.44,1,-0.1,1
0.214,0.0,0.669,2,10.66,59,10,0.76,1,0.46,1
2.585,0.0,0.972,0,11.26,50,11,0.27,1,-1.61,1
1.227,0.0,0.53,0,13.99,46,12,0.3,1,-0.7,1
0.041,0.0,0.535,2,12.72,44,13,0.92,1,0.49,1
0.0,0.0,0.489,3,13.44,40,14,1.0,1,0.49,1
0.043,0.0,0.437,2,14.04,39,15,0.91,1,0.39,1
0.518,0.0,0.36,1,14.45,37,16,0.41,1,-0.16,1
0.509,0.0,0.084,0,14.45,39,17,0.14,1,-0.42,1
0.824,0.0,0.004,0,13.43,39,18,0.0,1,-0.82,1
0.572,0.0,0.0,0,11.78,58,19,0.0,0,-0.57,0
1.09,0.0,0.0,0,11.21,63,20,0.0,0,-1.09,0
0.748,0.0,0.0,0,9.55,65,21,0.0,0,-0.75,0
0.0,0.53,0.0,0,9.0,69,22,0.0,0,-0.53,0
0.0,0.519,0.0,0,9.0,74,23,0.0,0,-0.52,0
0.0,0.419,0.0,0,7.88,78,0,0.0,0,-0.42,0
0.0,0.423,0.0,0,7.88,81,1,0.0,0,-0.42,0
0.0,0.272,0.0,0,7.32,82,2,0.0,0,-0.27,0
0.0,0.235,0.0,0,6.77,84,3,0.0,0,-0.24,0
0.0,0.251,0.0,0,6.21,85,4,0.0,0,-0.25,0
0.0,0.252,0.0,0,5.57,86,5,0.0,0,-0.25,0
0.0,0.256,0.0,0,5.57,88,6,0.0,0,-0.26,0
0.0,1.439,0.115,0,5.57,89,7,0.07,1,-1.32,0
0.018,0.0,0.309,2,6.78,84,8,0.94,1,0.29,1
0.0,0.0,0.282,3,10.15,59,9,1.01,1,0.28,1
0.0,0.0,0.285,4,10.72,58,10,1.02,1,0.28,1
0.0,0.0,0.291,4,12.88,52,11,1.0,1,0.29,1
0.272,0.0,0.433,2,14.55,44,12,0.62,1,0.16,1
0.0,0.0,0.246,3,14.04,40,13,0.98,1,0.25,1
0.0,0.0,0.246,2,14.79,39,14,0.98,1,0.25,1
0.0,0.0,0.262,2,14.54,48,15,1.01,1,0.26,1
0.105,0.0,0.156,0,13.99,48,16,0.6,1,0.05,1
0.291,0.0,0.016,0,12.88,60,17,0.05,1,-0.27,1
1.932,0.0,0.004,0,11.22,69,18,0.0,1,-1.93,1
2.288,0.0,0.0,0,11.22,69,19,0.0,0,-2.29,0
1.059,0.0,0.0,0,11.22,73,20,0.0,0,-1.06,0
0.67,0.0,0.0,0,10.72,77,21,0.0,0,-0.67,0
0.0,0.66,0.0,0,9.72,82,22,0.0,0,-0.66,0
0.0,0.75,0.0,0,9.0,88,23,0.0,0,-0.75,0
0.0,0.527,0.0,0,8.12,90,0,0.0,0,-0.53,0
0.0,0.434,0.0,0,8.9,91,1,0.0,0,-0.43,0
0.0,0.263,0.0,0,9.04,92,2,0.0,0,-0.26,0
0.0,0.261,0.0,0,8.9,92,3,0.0,0,-0.26,0
0.0,0.256,0.0,0,10.72,93,4,0.0,0,-0.26,0
0.0,0.24,0.0,0,9.72,93,5,0.0,0,-0.24,0
0.0,0.243,0.0,0,9.72,93,6,0.0,0,-0.24,0
0.0,1.199,0.023,0,9.0,93,7,0.02,1,-1.18,1
0.426,0.0,0.256,2,9.72,93,8,0.38,1,-0.17,1
0.075,0.0,0.185,2,11.72,94,9,0.71,1,0.11,1
0.067,0.0,0.192,2,11.72,87,10,0.74,1,0.12,1
0.0,0.0,0.255,3,12.33,90,11,0.98,1,0.26,1
0.006,0.0,0.246,2,12.32,92,12,0.98,1,0.24,1
0.068,0.0,0.191,1,14.54,81,13,0.73,1,0.12,1
0.016,0.0,0.247,2,13.99,90,14,0.95,1,0.23,1
0.02,0.0,0.29,2,14.55,84,15,0.94,1,0.27,1
0.021,0.0,0.225,2,15.1,68,16,0.9,1,0.2,1
0.136,0.0,0.113,0,14.54,68,17,0.45,1,-0.02,1
0.259,0.0,0.004,0,13.43,72,18,0.02,1,-0.26,1
0.979,0.0,0.0,0,11.78,80,19,0.0,0,-0.98,0
1.13,0.0,0.0,0,11.22,85,20,0.0,0,-1.13,0
0.586,0.0,0.0,0,11.22,86,21,0.0,0,-0.59,0
0.0,0.398,0.0,0,10.15,87,22,0.0,0,-0.4,0
0.0,0.403,0.0,0,9.59,88,23,0.0,0,-0.4,0
0.0,1.623,0.0,0,10.72,86,0,0.0,0,-1.62,0
0.0,0.682,0.0,0,10.72,84,1,0.0,0,-0.68,0
0.0,0.318,0.0,0,10.15,80,2,0.0,0,-0.32,0
0.0,0.274,0.0,0,10.72,80,3,0.0,0,-0.27,0
0.0,0.255,0.0,0,10.01,88,4,0.0,0,-0.26,0
0.0,0.251,0.0,0,10.72,92,5,0.0,0,-0.25,0
0.0,0.325,0.0,0,11.72,93,6,0.0,0,-0.32,0
0.0,1.636,0.006,0,11.72,93,7,0.0,1,-1.63,1
0.421,0.0,0.068,0,11.78,93,8,0.14,1,-0.35,1
0.627,0.0,0.172,0,12.72,93,9,0.21,1,-0.46,1
0.004,0.0,0.245,2,12.89,92,10,0.98,1,0.24,1
0.024,0.0,0.236,1,14.04,84,11,0.91,1,0.21,1
0.0,0.0,0.262,2,14.59,79,12,1.01,1,0.26,1
0.075,0.0,0.241,1,14.0,85,13,0.75,1,0.17,1
0.372,0.0,0.089,0,13.12,89,14,0.19,1,-0.28,1
0.172,0.0,0.075,0,12.01,90,15,0.3,1,-0.1,1
0.2,0.0,0.065,0,12.01,92,16,0.25,1,-0.14,1
0.253,0.0,0.008,0,11.72,93,17,0.03,1,-0.24,1
0.429,0.0,0.01,0,11.45,93,18,0.02,1,-0.42,1
0.772,0.0,0.0,0,10.9,93,19,0.0,0,-0.77,0
0.53,0.0,0.0,0,10.72,94,20,0.0,0,-0.53,0
0.589,0.0,0.0,0,10.15,94,21,0.0,0,-0.59,0
0.0,0.545,0.0,0,10.11,94,22,0.0,0,-0.55,0
0.0,0.32,0.0,0,10.11,94,23,0.0,0,-0.32,0
0.0,0.348,0.0,0,10.67,94,0,0.0,0,-0.35,0
0.0,0.28,0.0,0,10.72,94,1,0.0,0,-0.28,0
0.0,0.298,0.0,0,10.72,94,2,0.0,0,-0.3,0
0.0,0.275,0.0,0,10.72,94,3,0.0,0,-0.28,0
0.0,0.272,0.0,0,10.72,94,4,0.0,0,-0.27,0
0.0,0.263,0.0,0,11.26,94,5,0.0,0,-0.26,0
0.0,0.276,0.0,0,11.72,94,6,0.0,0,-0.28,0
0.0,1.301,0.006,0,11.72,94,7,0.0,1,-1.3,1
0.345,0.0,0.09,0,11.72,94,8,0.21,1,-0.26,1
0.099,0.0,0.163,1,12.72,94,9,0.63,1,0.06,1
0.015,0.0,0.241,1,12.88,94,10,0.93,1,0.23,1
0.07,0.0,0.179,0,14.79,93,11,0.72,1,0.11,1
0.161,0.0,0.135,0,14.04,92,12,0.45,1,-0.03,1
0.026,0.0,0.23,1,14.04,93,13,0.88,1,0.2,1
0.264,0.0,0.202,0,15.1,92,14,0.43,1,-0.06,1
0.029,0.0,0.23,1,14.79,92,15,0.88,1,0.2,1
0.176,0.0,0.145,0,14.72,92,16,0.45,1,-0.03,1
0.25,0.0,0.026,0,14.04,90,17,0.09,1,-0.22,1
0.537,0.0,0.0,0,14.0,89,18,0.0,1,-0.54,1
1.192,0.0,0.0,0,13.72,90,19,0.0,0,-1.19,0
0.82,0.0,0.0,0,13.72,86,20,0.0,0,-0.82,0
0.604,0.0,0.0,0,12.93,89,21,0.0,0,-0.6,0
0.0,0.604,0.0,0,12.93,90,22,0.0,0,-0.6,0
0.0,0.446,0.0,0,12.93,90,23,0.0,0,-0.45,0
0.0,0.51,0.0,0,12.93,92,0,0.0,0,-0.51,0
0.0,0.311,0.0,0,10.7,94,1,0.0,0,-0.31,0
0.0,0.283,0.0,0,11.72,94,2,0.0,0,-0.28,0
0.0,0.262,0.0,0,12.72,94,3,0.0,0,-0.26,0
0.0,0.259,0.0,0,12.72,94,4,0.0,0,-0.26,0
0.0,0.266,0.0,0,11.72,94,5,0.0,0,-0.27,0
0.0,0.263,0.0,0,12.72,94,6,0.0,0,-0.26,0
0.0,1.571,0.035,0,11.78,94,7,0.02,1,-1.54,1
0.08,0.0,0.211,2,11.78,94,8,0.73,1,0.13,1
0.0,0.0,0.248,3,13.72,94,9,0.99,1,0.25,1
0.037,0.0,0.224,3,15.11,91,10,0.86,1,0.19,1
0.0,0.0,0.27,3,15.11,80,11,1.0,1,0.27,1
0.0,0.0,0.267,2,15.11,82,12,0.99,1,0.27,1
0.0,0.0,0.256,2,14.55,77,13,0.98,1,0.26,1
0.0,0.0,0.245,3,13.72,78,14,1.02,1,0.24,1
0.443,0.0,0.203,1,13.99,84,15,0.31,1,-0.24,1
0.416,0.0,0.237,1,13.43,80,16,0.36,1,-0.18,1
0.388,0.0,0.1,0,13.43,75,17,0.2,1,-0.29,1
0.367,0.0,0.004,0,12.88,75,18,0.01,1,-0.36,1
0.39,0.0,0.0,0,11.77,79,19,0.0,0,-0.39,0
0.329,0.0,0.0,0,11.22,81,20,0.0,0,-0.33,0
0.317,0.0,0.0,0,10.67,84,21,0.0,0,-0.32,0
0.0,0.606,0.0,0,10.11,86,22,0.0,0,-0.61,0
0.0,0.507,0.0,0,9.0,88,23,0.0,0,-0.51,0
0.0,0.612,0.0,0,8.43,88,0,0.0,0,-0.61,0
0.0,0.612,0.0,0,8.48,83,1,0.0,0,-0.61,0
0.0,0.425,0.0,0,8.72,93,2,0.0,0,-0.42,0
0.0,0.282,0.0,0,8.48,83,3,0.0,0,-0.28,0
0.0,0.295,0.0,0,8.72,82,4,0.0,0,-0.3,0
0.0,0.257,0.0,0,9.72,80,5,0.0,0,-0.26,0
0.0,0.243,0.0,0,9.72,80,6,0.0,0,-0.24,0
0.0,1.811,0.02,0,10.72,84,7,0.01,1,-1.79,1
0.206,0.0,0.074,0,10.72,85,8,0.26,1,-0.13,1
0.278,0.0,0.126,0,10.72,90,9,0.32,1,-0.15,1
0.26,0.0,0.133,0,10.72,92,10,0.34,1,-0.13,1
0.109,0.0,0.287,0,11.45,93,11,0.72,1,0.18,1
0.136,0.0,0.23,1,11.72,92,12,0.62,1,0.09,1
0.116,0.0,0.146,0,11.82,92,13,0.56,1,0.03,1
0.282,0.0,0.14,0,12.93,93,14,0.33,1,-0.14,1
0.467,0.0,0.188,0,13.72,94,15,0.28,1,-0.28,1
0.368,0.0,0.139,0,13.72,91,16,0.27,1,-0.23,1
0.447,0.0,0.054,0,12.72,93,17,0.11,1,-0.39,1
0.399,0.0,0.004,0,11.45,92,18,0.01,1,-0.4,1
0.45,0.0,0.0,0,10.7,91,19,0.0,0,-0.45,0
0.862,0.0,0.0,0,10.7,93,20,0.0,0,-0.86,0
0.558,0.0,0.0,0,10.67,93,21,0.0,0,-0.56,0
0.0,0.629,0.0,0,11.72,93,22,0.0,0,-0.63,0
0.0,0.48,0.0,0,11.72,93,23,0.0,0,-0.48,0
0.0,1.29,0.0,0,9.04,93,0,0.0,0,-1.29,0
0.0,0.426,0.0,0,8.48,93,1,0.0,0,-0.43,0
0.0,0.396,0.0,0,8.34,93,2,0.0,0,-0.4,0
0.0,0.459,0.0,0,7.79,93,3,0.0,0,-0.46,0
0.0,0.291,0.0,0,7.37,92,4,0.0,0,-0.29,0
0.0,0.281,0.0,0,6.82,92,5,0.0,0,-0.28,0
0.0,0.323,0.0,0,7.23,91,6,0.0,0,-0.32,0
0.0,0.18,0.137,1,6.82,91,7,0.43,1,-0.04,1
0.01,0.0,0.312,2,8.48,92,8,0.98,1,0.3,1
0.086,0.0,0.275,2,9.59,89,9,0.76,1,0.19,1
1.889,0.0,0.528,0,11.72,87,10,0.22,1,-1.36,1
1.755,0.0,0.589,0,13.44,75,11,0.25,1,-1.17,1
0.788,0.0,0.5,0,14.54,69,12,0.39,1,-0.29,1
0.137,0.0,0.471,2,15.1,76,13,0.77,1,0.33,1
1.199,0.0,0.447,2,13.43,91,14,0.27,1,-0.75,1
0.103,0.0,0.255,1,14.54,86,15,0.71,1,0.15,1
0.71,0.0,0.141,0,14.54,79,16,0.17,1,-0.57,1
1.601,0.0,0.072,0,13.99,76,17,0.04,1,-1.53,1
1.581,0.0,0.0,0,12.88,80,18,0.0,1,-1.58,1
1.446,0.0,0.0,0,11.78,78,19,0.0,0,-1.45,0
0.79,0.0,0.0,0,10.7,81,20,0.0,0,-0.79,0
0.652,0.0,0.0,0,10.15,83,21,0.0,0,-0.65,0
0.0,0.972,0.0,0,9.59,83,22,0.0,0,-0.97,0
0.0,1.517,0.0,0,9.72,91,23,0.0,0,-1.52,0
0.0,0.4,0.0,0,9.72,91,0,0.0,0,-0.4,0
0.0,0.273,0.0,0,9.72,90,1,0.0,0,-0.27,0
0.0,0.271,0.0,0,8.9,91,2,0.0,0,-0.27,0
0.0,0.298,0.0,0,9.45,92,3,0.0,0,-0.3,0
0.0,0.354,0.0,0,9.72,91,4,0.0,0,-0.35,0
0.0,0.286,0.0,0,9.45,90,5,0.0,0,-0.29,0
0.0,0.261,0.0,0,9.54,88,6,0.0,0,-0.26,0
0.0,1.699,0.02,0,9.54,86,7,0.01,1,-1.68,1
0.204,0.0,0.103,0,10.7,71,8,0.33,1,-0.1,1
0.119,0.0,0.133,0,11.26,68,9,0.53,1,0.01,1
0.17,0.0,0.138,0,11.82,63,10,0.45,1,-0.03,1
0.059,0.0,0.208,0,12.89,63,11,0.77,1,0.15,1
0.605,0.0,0.243,1,14.23,66,12,0.29,1,-0.36,1
0.058,0.0,0.232,1,14.79,65,13,0.8,1,0.17,1
0.173,0.0,0.114,0,14.79,60,14,0.39,1,-0.06,1
0.088,0.0,0.21,0,14.23,62,15,0.7,1,0.12,1
0.252,0.0,0.068,0,13.68,65,16,0.21,1,-0.18,1
0.261,0.0,0.016,0,12.72,69,17,0.06,1,-0.24,1
0.307,0.0,0.0,0,11.82,76,18,0.0,1,-0.31,1
0.569,0.0,0.0,0,11.22,80,19,0.0,0,-0.57,0
1.562,0.0,0.0,0,10.72,80,20,0.0,0,-1.56,0
1.038,0.0,0.0,0,11.26,80,21,0.0,0,-1.04,0
0.0,0.576,0.0,0,11.26,79,22,0.0,0,-0.58,0
0.0,0.366,0.0,0,10.67,82,23,0.0,0,-0.37,0
0.0,0.381,0.0,0,10.57,83,0,0.0,0,-0.38,0
0.0,0.382,0.0,0,10.57,86,1,0.0,0,-0.38,0
0.0,0.283,0.0,0,10.57,87,2,0.0,0,-0.28,0
0.0,0.298,0.0,0,10.34,87,3,0.0,0,-0.3,0
0.0,0.385,0.0,0,10.57,89,4,0.0,0,-0.38,0
0.0,0.311,0.0,0,10.34,85,5,0.0,0,-0.31,0
0.0,0.282,0.0,0,10.34,88,6,0.0,0,-0.28,0
0.0,1.359,0.045,0,10.01,86,7,0.03,1,-1.31,1
0.74,0.0,0.142,0,12.37,78,8,0.16,1,-0.6,1
0.088,0.0,0.254,0,12.93,77,9,0.75,1,0.17,1
0.015,0.0,0.328,2,14.04,75,10,0.96,1,0.31,1
0.0,0.0,0.296,2,16.26,72,11,0.99,1,0.3,1
0.0,0.0,0.31,2,17.93,63,12,1.0,1,0.31,1
0.0,0.0,0.328,2,19.23,60,13,0.99,1,0.33,1
0.333,0.0,0.347,1,20.34,59,14,0.51,1,0.01,1
0.056,0.0,0.286,0,20.9,58,15,0.84,1,0.23,1
0.198,0.0,0.157,0,20.9,57,16,0.44,1,-0.04,1
0.233,0.0,0.042,0,20.9,62,17,0.15,1,-0.19,1
0.486,0.0,0.0,0,20.34,66,18,0.0,1,-0.49,1
0.574,0.0,0.0,0,16.78,79,19,0.0,0,-0.57,0
1.057,0.0,0.0,0,17.57,81,20,0.0,0,-1.06,0
0.667,0.0,0.0,0,17.01,86,21,0.0,0,-0.67,0
0.0,0.432,0.0,0,15.9,87,22,0.0,0,-0.43,0
0.0,0.482,0.0,0,15.34,88,23,0.0,0,-0.48,0
0.0,0.549,0.0,0,14.79,87,0,0.0,0,-0.55,0
0.0,2.053,0.0,0,15.01,89,1,0.0,0,-2.05,0
0.0,2.613,0.0,0,14.23,90,2,0.0,0,-2.61,0
0.0,1.38,0.0,0,13.68,91,3,0.0,0,-1.38,0
0.0,0.31,0.0,0,13.34,92,4,0.0,0,-0.31,0
0.0,0.314,0.0,0,13.12,92,5,0.0,0,-0.31,0
0.0,0.262,0.0,0,13.12,92,6,0.0,0,-0.26,0
0.0,1.49,0.011,0,12.57,92,7,0.01,1,-1.48,1
1.139,0.0,0.063,0,12.93,91,8,0.05,1,-1.08,1
0.114,0.0,0.139,0,13.68,90,9,0.56,1,0.03,1
0.046,0.0,0.259,1,14.59,89,10,0.86,1,0.21,1
0.0,0.0,0.297,2,14.72,79,11,0.99,1,0.3,1
0.0,0.0,0.27,2,15.72,78,12,1.0,1,0.27,1
0.0,0.0,0.277,2,16.22,76,13,0.99,1,0.28,1
0.067,0.0,0.289,2,16.82,69,14,0.8,1,0.22,1
0.155,0.0,0.193,0,16.21,70,15,0.55,1,0.04,1
0.164,0.0,0.133,0,15.72,71,16,0.44,1,-0.03,1
0.273,0.0,0.05,0,15.1,73,17,0.16,1,-0.22,1
0.274,0.0,0.004,0,14.04,73,18,0.01,1,-0.27,1
0.279,0.0,0.0,0,14.04,73,19,0.0,0,-0.28,0
0.896,0.0,0.0,0,13.48,75,20,0.0,0,-0.9,0
0.935,0.0,0.0,0,12.89,70,21,0.0,0,-0.94,0
0.0,0.427,0.0,0,12.33,66,22,0.0,0,-0.43,0
0.0,0.496,0.0,0,12.33,67,23,0.0,0,-0.5,0
0.0,0.529,0.0,0,11.77,69,0,0.0,0,-0.53,0
0.0,0.561,0.0,0,11.21,71,1,0.0,0,-0.56,0
0.0,0.513,0.0,0,11.12,72,2,0.0,0,-0.51,0
0.0,0.362,0.0,0,10.72,74,3,0.0,0,-0.36,0
0.0,0.327,0.0,0,11.82,75,4,0.0,0,-0.33,0
0.0,0.297,0.0,0,11.82,75,5,0.0,0,-0.3,0
0.0,0.31,0.0,0,11.82,76,6,0.0,0,-0.31,0
0.0,1.267,0.018,0,11.82,75,7,0.01,1,-1.25,1
0.245,0.0,0.098,0,12.37,71,8,0.29,1,-0.15,1
0.078,0.0,0.2,0,12.37,69,9,0.71,1,0.12,1
0.013,0.0,0.294,1,12.93,67,10,0.95,1,0.28,1
0.055,0.0,0.312,2,14.0,64,11,0.84,1,0.26,1
0.0,0.0,0.29,2,17.07,58,12,1.0,1,0.29,1
0.0,0.0,0.338,2,18.04,55,13,0.99,1,0.34,1
0.0,0.0,0.251,2,16.72,52,14,1.0,1,0.25,1
0.255,0.0,0.276,2,16.72,50,15,0.52,1,0.02,1
2.187,0.0,0.243,0,16.72,47,16,0.1,1,-1.94,1
0.356,0.0,0.108,0,15.72,46,17,0.23,1,-0.25,1
0.475,0.0,0.015,0,14.72,55,18,0.03,1,-0.46,1
1.725,0.0,0.0,0,14.55,54,19,0.0,0,-1.72,0
0.685,0.0,0.0,0,14.0,51,20,0.0,0,-0.68,0
0.964,0.0,0.0,0,13.48,45,21,0.0,0,-0.96,0
0.0,1.011,0.0,0,12.89,51,22,0.0,0,-1.01,0
0.0,0.66,0.0,0,12.33,58,23,0.0,0,-0.66,0
0.0,0.652,0.0,0,11.68,58,0,0.0,0,-0.65,0
0.0,0.623,0.0,0,11.68,56,1,0.0,0,-0.62,0
0.0,0.61,0.0,0,11.12,54,2,0.0,0,-0.61,0
0.0,0.466,0.0,0,11.12,56,3,0.0,0,-0.47,0
0.0,0.462,0.0,0,10.66,56,4,0.0,0,-0.46,0
0.0,0.339,0.0,0,10.57,58,5,0.0,0,-0.34,0
0.0,0.312,0.0,0,10.1,61,6,0.0,0,-0.31,0
0.0,1.367,0.167,0,10.01,63,7,0.11,1,-1.2,1
0.0,0.0,0.29,2,11.22,60,8,1.0,1,0.29,1
0.0,0.0,0.27,3,12.93,57,9,1.0,1,0.27,1
0.0,0.0,0.266,4,14.04,58,10,0.99,1,0.27,1
0.265,0.0,0.948,2,15.72,55,11,0.78,1,0.68,1
0.193,0.0,0.969,2,17.72,54,12,0.84,1,0.78,1
0.0,0.0,0.27,4,19.79,51,13,1.0,1,0.27,1
0.0,0.0,0.259,4,20.11,48,14,1.0,1,0.26,1
0.0,0.0,0.254,3,20.67,47,15,1.02,1,0.25,1
0.034,0.0,0.285,2,20.34,48,16,0.89,1,0.25,1
0.268,0.0,0.105,0,19.79,47,17,0.28,1,-0.16,1
0.48,0.0,0.009,0,18.48,50,18,0.02,1,-0.47,1
0.73,0.0,0.0,0,16.21,56,19,0.0,0,-0.73,0
1.123,0.0,0.0,0,15.9,70,20,0.0,0,-1.12,0
0.492,0.0,0.0,0,14.55,72,21,0.0,0,-0.49,0
0.0,0.519,0.0,0,14.55,74,22,0.0,0,-0.52,0
0.0,0.521,0.0,0,14.0,77,23,0.0,0,-0.52,0
0.0,0.508,0.0,0,14.0,80,0,0.0,0,-0.51,0
0.0,0.442,0.0,0,13.72,68,1,0.0,0,-0.44,0
0.0,0.401,0.0,0,13.34,69,2,0.0,0,-0.4,0
0.0,0.334,0.0,0,12.93,71,3,0.0,0,-0.33,0
0.0,0.281,0.0,0,12.72,71,4,0.0,0,-0.28,0
0.0,0.268,0.0,0,11.82,74,5,0.0,0,-0.27,0
0.0,0.268,0.0,0,11.82,74,6,0.0,0,-0.27,0
0.0,0.094,0.186,1,11.82,74,7,0.66,1,0.09,1
0.0,0.0,0.264,2,12.93,71,8,1.02,1,0.26,1
0.573,0.0,0.533,3,15.7,64,9,0.48,1,-0.04,1
0.0,0.0,0.36,4,17.01,58,10,1.0,1,0.36,1
0.5,0.0,0.957,2,18.44,53,11,0.66,1,0.46,1
0.666,0.0,0.681,1,20.1,49,12,0.5,1,0.02,1
0.114,0.0,0.3,2,20.66,50,13,0.73,1,0.19,1
0.0,0.0,0.26,2,19.23,50,14,1.0,1,0.26,1
0.651,0.0,0.252,0,19.23,50,15,0.28,1,-0.4,1
0.054,0.0,0.269,2,18.48,52,16,0.84,1,0.22,1
0.207,0.0,0.083,0,18.99,51,17,0.29,1,-0.12,1
0.867,0.0,0.009,0,18.43,52,18,0.01,1,-0.86,1
0.333,0.0,0.0,0,17.32,58,19,0.0,0,-0.33,0
0.562,0.0,0.0,0,16.82,57,20,0.0,0,-0.56,0
0.553,0.0,0.0,0,16.82,58,21,0.0,0,-0.55,0
0.0,0.38,0.0,0,15.9,71,22,0.0,0,-0.38,0
0.0,0.353,0.0,0,15.7,60,23,0.0,0,-0.35,0
0.0,0.305,0.0,0,15.7,64,0,0.0,0,-0.3,0
0.0,0.41,0.0,0,15.34,62,1,0.0,0,-0.41,0
0.0,0.357,0.0,0,14.79,64,2,0.0,0,-0.36,0
0.0,0.297,0.0,0,14.59,63,3,0.0,0,-0.3,0
0.0,0.285,0.0,0,14.04,63,4,0.0,0,-0.28,0
0.0,0.27,0.0,0,14.04,63,5,0.0,0,-0.27,0
0.0,0.256,0.003,0,14.04,63,6,0.01,0,-0.25,0
0.0,0.208,0.047,0,14.04,63,7,0.18,1,-0.16,1
0.169,0.0,0.089,0,14.72,63,8,0.34,1,-0.08,1
0.12,0.0,0.124,0,15.72,63,9,0.52,1,0.0,1
0.109,0.0,0.155,0,15.9,63,10,0.6,1,0.05,1
1.622,0.0,0.145,0,16.45,62,11,0.08,1,-1.48,1
3.251,0.0,0.234,0,17.01,61,12,0.07,1,-3.02,1
0.957,0.0,0.223,0,17.57,60,13,0.19,1,-0.73,1
0.58,0.0,0.318,0,18.12,60,14,0.35,1,-0.26,1
0.785,0.0,0.222,0,18.72,56,15,0.22,1,-0.56,1
0.201,0.0,0.233,0,19.72,55,16,0.54,1,0.03,1
0.253,0.0,0.139,0,19.72,51,17,0.36,1,-0.11,1
0.918,0.0,0.014,0,18.72,51,18,0.02,1,-0.9,1
0.728,0.0,0.0,0,17.89,55,19,0.0,0,-0.73,0
1.299,0.0,0.0,0,17.72,57,20,0.0,0,-1.3,0
1.478,0.0,0.0,0,16.82,56,21,0.0,0,-1.48,0
0.0,0.471,0.0,0,15.67,71,22,0.0,0,-0.47,0
0.0,0.503,0.0,0,14.59,65,23,0.0,0,-0.5,0
0.0,0.655,0.0,0,14.59,70,0,0.0,0,-0.66,0
0.0,0.512,0.0,0,14.23,71,1,0.0,0,-0.51,0
0.0,0.396,0.0,0,13.68,85,2,0.0,0,-0.4,0
0.0,0.357,0.0,0,13.12,87,3,0.0,0,-0.36,0
