date,normal_consume,consumption_in_period,autoconsume,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,dew_point
2023-01-22 16:00,1.355,0.0,0.09,12.37,10.6,10.66,12.82,1029,36,1.35,,80,broken clouds,-2.4
2023-01-22 17:00,0.582,0.0,0.0,11.76,9.93,10.72,11.82,1029,36,1.23,,85,overcast clouds,-2.86
2023-01-22 18:00,1.569,0.0,0.0,9.13,8.36,7.57,10.1,1029,65,1.8,,11,few clouds,2.46
2023-01-22 19:00,1.84,0.0,0.0,8.2,7.12,7.57,9.54,1030,69,1.97,,0,sky is clear,2.42
2023-01-22 20:00,0.55,0.0,0.0,8.8,7.7,7.57,8.99,1030,75,2.11,,0,sky is clear,4.15
2023-01-22 21:00,0.385,0.0,0.0,7.2,5.61,6.72,8.43,1030,81,2.37,,0,sky is clear,3.7
2023-01-22 22:00,0.0,0.342,0.0,7.92,6.52,5.34,8.43,1030,84,2.29,,0,sky is clear,4.92
2023-01-22 23:00,0.0,0.465,0.0,6.89,5.51,4.23,7.32,1030,83,2.06,,0,sky is clear,3.74
2023-01-23 00:00,0.0,0.455,0.0,5.99,4.44,3.68,6.77,1029,83,2.08,,1,sky is clear,2.86
2023-01-23 01:00,0.0,0.305,0.0,5.84,4.46,3.12,6.21,1029,83,1.89,,5,sky is clear,2.7
2023-01-23 02:00,0.0,0.348,0.0,4.99,3.35,2.57,5.66,1029,84,2.01,,0,sky is clear,2.05
2023-01-23 03:00,0.0,0.332,0.0,3.4,1.53,2.57,5.1,1029,87,1.98,,1,sky is clear,1.01
2023-01-23 04:00,0.0,0.285,0.0,4.11,2.34,2.01,5.1,1029,88,1.99,,1,sky is clear,1.84
2023-01-23 05:00,0.0,0.301,0.0,4.0,2.04,2.01,5.01,1029,89,2.16,,3,sky is clear,1.89
2023-01-23 06:00,0.0,0.275,0.0,3.83,1.85,1.45,3.99,1028,91,2.15,,5,sky is clear,2.01
2023-01-23 07:00,0.0,1.683,0.0,3.12,1.0,1.45,4.45,1028,91,2.17,,4,sky is clear,1.34
2023-01-23 08:00,0.23,0.0,0.133,3.83,1.81,1.45,3.99,1028,91,2.19,,3,sky is clear,2.01
2023-01-23 09:00,0.0,0.0,0.299,6.55,4.49,2.57,6.82,1028,63,2.82,,0,sky is clear,-0.36
2023-01-23 10:00,0.0,0.0,0.294,7.89,6.45,5.1,7.93,1028,57,2.34,,0,sky is clear,-0.49
2023-01-23 11:00,0.0,0.0,0.3,9.42,8.62,6.21,9.59,1028,56,1.88,,0,sky is clear,0.65
2023-01-23 12:00,0.0,0.0,0.301,10.7,9.13,9.23,10.82,1027,50,1.79,,0,sky is clear,0.25
2023-01-23 13:00,0.0,0.0,0.37,11.21,9.48,10.34,11.26,1027,42,1.51,,6,sky is clear,-1.46
2023-01-23 14:00,0.0,0.0,0.295,11.33,9.64,8.99,12.82,1026,43,1.28,,16,few clouds,-1.1
2023-01-23 15:00,0.0,0.0,0.307,11.84,10.05,9.54,12.82,1025,37,1.39,,0,sky is clear,-2.49
2023-01-23 16:00,0.152,0.0,0.136,11.77,9.94,9.23,11.82,1025,36,1.6,,0,sky is clear,-2.86
2023-01-23 17:00,0.453,0.0,0.001,11.09,9.33,8.68,11.68,1025,41,1.82,,0,sky is clear,-1.84
2023-01-23 18:00,0.368,0.0,0.0,7.95,6.43,5.82,9.54,1025,51,2.45,,0,sky is clear,-1.86
2023-01-23 19:00,1.346,0.0,0.0,6.82,5.08,4.15,8.43,1025,63,2.47,,0,sky is clear,-0.28
2023-01-23 20:00,0.444,0.0,0.0,5.49,3.41,3.6,8.43,1025,65,2.59,,0,sky is clear,-0.95
2023-01-23 21:00,0.369,0.0,0.0,4.52,2.48,3.04,7.32,1025,68,2.33,,0,sky is clear,-1.2
2023-01-23 22:00,0.0,0.419,0.0,4.89,2.99,1.93,6.77,1026,65,2.25,,0,sky is clear,-1.53
2023-01-23 23:00,0.0,0.31,0.0,5.47,3.5,2.49,6.21,1026,67,2.45,,0,sky is clear,-0.71
2023-01-24 00:00,0.0,0.351,0.0,4.65,2.59,1.93,6.12,1026,69,2.38,,0,sky is clear,-1.02
2023-01-24 01:00,0.0,0.376,0.0,3.28,0.92,1.38,5.66,1026,71,2.44,,0,sky is clear,-1.76
2023-01-24 02:00,0.0,0.373,0.0,2.42,0.02,0.82,5.1,1026,76,2.32,,0,sky is clear,-1.67
2023-01-24 03:00,0.0,0.351,0.0,3.08,0.91,0.82,5.1,1027,78,2.21,,0,sky is clear,-0.84
2023-01-24 04:00,0.0,0.361,0.0,1.78,-0.73,0.72,5.1,1027,81,2.32,,0,sky is clear,-1.4
2023-01-24 05:00,0.0,0.339,0.0,2.37,-0.11,0.26,5.1,1027,81,2.39,,1,sky is clear,-0.97
2023-01-24 06:00,0.0,0.362,0.0,3.01,0.73,0.26,5.1,1027,82,2.3,,0,sky is clear,-0.31
2023-01-24 07:00,0.0,1.157,0.0,2.26,-0.11,-0.29,5.1,1027,83,2.26,,0,sky is clear,-0.8
2023-01-24 08:00,0.291,0.0,0.171,3.2,0.98,2.72,4.54,1027,84,2.28,,0,sky is clear,0.31
2023-01-24 09:00,0.0,0.0,0.305,5.67,3.36,2.49,6.26,1028,61,2.93,,0,sky is clear,-1.48
2023-01-24 10:00,0.0,0.0,0.355,7.67,6.33,4.54,7.93,1028,59,2.17,,0,sky is clear,-0.24
2023-01-24 11:00,0.0,0.0,0.347,8.78,8.78,5.66,9.04,1028,57,1.31,,0,sky is clear,0.29
2023-01-24 12:00,0.0,0.0,0.358,10.08,8.5,8.04,10.15,1027,52,0.99,,0,sky is clear,0.22
2023-01-24 13:00,0.0,0.0,0.364,11.11,9.66,9.23,11.26,1027,53,0.58,,0,sky is clear,1.45
2023-01-24 14:00,0.0,0.0,0.341,11.82,10.34,11.12,11.93,1026,49,0.12,,1,sky is clear,1.0
2023-01-24 15:00,0.0,0.0,0.356,11.84,10.36,10.9,13.04,1026,49,0.61,,3,sky is clear,1.03
2023-01-24 16:00,0.185,0.0,0.149,11.79,10.43,9.54,13.6,1026,54,0.62,,4,sky is clear,2.35
2023-01-24 17:00,0.534,0.0,0.001,11.18,9.79,10.1,11.68,1026,55,0.88,,3,sky is clear,2.04
2023-01-24 18:00,2.337,0.0,0.0,8.1,7.06,7.72,10.01,1026,65,1.91,,3,sky is clear,1.49
2023-01-24 19:00,2.198,0.0,0.0,6.96,5.45,5.26,8.9,1027,68,2.22,,3,sky is clear,0.9
2023-01-24 20:00,0.647,0.0,0.0,6.93,5.34,4.71,8.9,1027,77,2.31,,6,sky is clear,2.61
2023-01-24 21:00,0.516,0.0,0.0,5.32,3.29,4.15,7.79,1027,80,2.49,,5,sky is clear,1.65
2023-01-24 22:00,0.0,0.469,0.0,6.06,4.23,5.72,7.23,1028,81,2.41,,3,sky is clear,2.59
2023-01-24 23:00,0.0,0.418,0.0,6.09,4.61,3.6,6.68,1028,78,2.03,,4,sky is clear,2.08
2023-01-25 00:00,0.0,0.394,0.0,4.08,2.49,2.49,6.12,1028,82,1.83,,9,sky is clear,0.75
2023-01-25 01:00,0.0,0.378,0.0,5.46,4.18,1.38,6.68,1029,78,1.74,,6,sky is clear,1.47
2023-01-25 02:00,0.0,0.307,0.0,4.67,3.28,1.93,6.68,1029,83,1.73,,4,sky is clear,1.41
2023-01-25 03:00,0.0,0.327,0.0,3.87,2.2,0.82,6.12,1029,83,1.87,,6,sky is clear,0.63
2023-01-25 04:00,0.0,0.295,0.0,3.28,1.28,1.38,5.66,1029,84,2.08,,3,sky is clear,0.3
2023-01-25 05:00,0.0,0.328,0.0,3.85,1.96,0.82,5.66,1029,86,2.06,,8,sky is clear,1.1
2023-01-25 06:00,0.0,0.277,0.0,3.72,1.72,0.82,5.1,1029,86,2.15,,8,sky is clear,0.97
2023-01-25 07:00,0.0,1.083,0.0,3.59,1.53,0.82,4.54,1030,87,2.19,,8,sky is clear,0.99
2023-01-25 08:00,0.273,0.0,0.137,3.52,1.57,0.26,4.54,1030,87,2.07,,9,sky is clear,0.89
2023-01-25 09:00,0.0,0.0,0.287,5.61,3.55,1.93,5.82,1031,72,2.59,,8,sky is clear,0.48
2023-01-25 10:00,0.0,0.0,0.31,6.74,5.42,4.79,6.82,1031,66,1.97,,4,sky is clear,0.38
2023-01-25 11:00,0.298,0.0,0.613,7.92,7.07,7.23,7.93,1032,62,1.69,,2,sky is clear,0.63
2023-01-25 12:00,0.405,0.0,0.648,9.51,8.87,8.72,9.59,1031,57,1.72,,0,sky is clear,0.96
2023-01-25 13:00,0.0,0.0,0.277,10.19,8.75,8.9,10.82,1031,57,1.31,,0,sky is clear,1.58
2023-01-25 14:00,0.023,0.0,0.581,11.29,9.83,10.57,11.82,1030,52,1.05,,0,sky is clear,1.34
2023-01-25 15:00,0.155,0.0,0.401,11.32,9.92,11.12,12.01,1029,54,1.71,,0,sky is clear,1.89
2023-01-25 16:00,0.176,0.0,0.155,11.19,9.91,8.99,13.04,1029,59,2.2,,0,sky is clear,3.04
2023-01-25 17:00,0.308,0.0,0.003,10.61,9.32,9.54,11.93,1030,61,1.85,,0,sky is clear,2.97
2023-01-25 18:00,0.564,0.0,0.0,8.9,7.75,6.38,9.04,1030,71,2.2,,0,sky is clear,3.47
2023-01-25 19:00,0.741,0.0,0.0,6.32,4.67,5.26,8.43,1030,73,2.26,,0,sky is clear,1.35
2023-01-25 20:00,1.811,0.0,0.0,7.67,6.28,4.15,7.93,1030,76,2.23,,0,sky is clear,3.26
2023-01-25 21:00,0.539,0.0,0.0,7.06,5.64,3.04,7.37,1030,79,2.14,,0,sky is clear,3.22
2023-01-25 22:00,0.0,0.401,0.0,6.63,4.85,4.72,6.82,1030,82,2.48,,0,sky is clear,3.33
2023-01-25 23:00,0.0,0.424,0.0,5.88,3.93,1.93,6.26,1030,85,2.51,,5,sky is clear,3.1
2023-01-26 00:00,0.0,0.407,0.0,5.99,4.42,3.34,6.26,1030,78,2.1,,9,sky is clear,2.02
2023-01-26 01:00,0.0,0.394,0.0,5.48,3.91,2.23,5.9,1029,81,2.02,,5,sky is clear,2.04
2023-01-26 02:00,0.0,0.311,0.0,2.75,0.63,-0.29,5.34,1029,84,2.11,,3,sky is clear,-0.28
2023-01-26 03:00,0.0,0.305,0.0,1.98,-0.57,-0.29,5.34,1028,87,2.39,,8,sky is clear,-0.48
2023-01-26 04:00,0.0,0.326,0.0,4.6,2.36,-0.85,5.15,1028,77,2.58,,92,overcast clouds,0.49
2023-01-26 05:00,0.0,0.287,0.0,4.14,1.6,-0.85,5.34,1027,79,2.83,,91,overcast clouds,0.39
2023-01-26 06:00,0.0,0.309,0.0,4.19,1.41,0.72,6.45,1027,78,3.16,,94,overcast clouds,0.29
2023-01-26 07:00,0.0,1.236,0.0,4.19,1.25,0.72,7.01,1027,78,3.4,,76,broken clouds,0.29
2023-01-26 08:00,0.333,0.0,0.039,5.34,3.02,1.68,6.45,1026,77,2.86,,83,broken clouds,1.22
2023-01-26 09:00,0.0,0.0,0.293,5.36,2.81,2.72,7.01,1027,78,3.18,,47,scattered clouds,1.42
2023-01-26 10:00,0.0,0.0,0.295,7.21,5.35,3.9,8.12,1026,76,2.73,,24,few clouds,2.81
2023-01-26 11:00,0.0,0.0,0.309,8.59,6.8,6.68,9.82,1026,74,3.03,,35,scattered clouds,3.72
2023-01-26 12:00,0.212,0.0,0.376,10.2,9.13,9.23,10.82,1025,71,2.86,,55,broken clouds,4.7
2023-01-26 13:00,0.007,0.0,0.29,9.71,7.84,7.88,11.82,1024,80,3.6,,65,broken clouds,5.91
2023-01-26 14:00,0.392,0.0,0.314,10.7,9.91,8.43,11.82,1022,80,4.05,,77,broken clouds,6.9
2023-01-26 15:00,0.056,0.0,0.238,11.22,10.36,8.99,11.82,1021,75,3.92,,36,scattered clouds,6.48
2023-01-26 16:00,0.606,0.0,0.169,11.25,10.31,9.54,11.82,1021,72,3.78,,7,sky is clear,5.91
2023-01-26 17:00,1.479,0.0,0.003,10.76,9.59,9.71,11.82,1022,65,3.32,,0,sky is clear,3.97
2023-01-26 18:00,1.577,0.0,0.0,9.71,7.82,9.23,9.82,1022,73,3.63,,0,sky is clear,4.63
2023-01-26 19:00,1.055,0.0,0.0,8.72,6.56,8.43,9.45,1022,75,3.74,,0,sky is clear,4.07
2023-01-26 20:00,0.564,0.0,0.0,7.92,5.63,7.72,8.68,1023,78,3.65,,0,sky is clear,3.86
2023-01-26 21:00,0.721,0.0,0.0,7.54,5.3,4.15,7.88,1023,81,3.41,,0,sky is clear,3.76
2023-01-26 22:00,0.0,0.595,0.0,6.92,4.66,6.72,8.68,1024,83,3.24,,0,sky is clear,3.77
2023-01-26 23:00,0.0,0.507,0.0,6.77,4.55,6.68,8.68,1024,83,3.13,,0,sky is clear,3.6
2023-01-27 00:00,0.0,0.524,0.0,6.77,4.75,6.68,8.12,1024,85,2.83,,0,sky is clear,3.94
2023-01-27 01:00,0.0,0.556,0.0,6.72,4.79,5.57,8.12,1024,85,2.69,,1,sky is clear,3.89
2023-01-27 02:00,0.0,0.57,0.0,4.56,2.32,1.38,8.12,1023,86,2.57,,1,sky is clear,1.77
2023-01-27 03:00,0.0,0.421,0.0,5.36,3.3,1.38,5.82,1023,85,2.53,,3,sky is clear,2.24
2023-01-27 04:00,0.0,0.308,0.0,5.39,3.19,0.82,8.12,1023,85,2.71,,2,sky is clear,2.28
2023-01-27 05:00,0.0,0.29,0.0,5.33,2.93,3.99,7.57,1023,84,2.96,,4,sky is clear,2.34
2023-01-27 06:00,0.0,0.305,0.0,3.91,1.11,-0.29,8.12,1023,85,3.11,,6,sky is clear,0.88
2023-01-27 07:00,0.0,0.893,0.0,4.3,1.62,2.88,7.57,1024,84,3.06,,5,sky is clear,1.32
2023-01-27 08:00,0.313,0.0,0.173,4.3,1.73,2.88,7.01,1024,84,2.91,,2,sky is clear,1.32
2023-01-27 09:00,0.0,0.0,0.299,6.54,4.1,2.88,7.82,1024,79,3.39,,0,sky is clear,2.59
2023-01-27 10:00,0.0,0.0,0.303,10.1,8.84,7.57,10.15,1025,64,3.91,,0,sky is clear,3.15
2023-01-27 11:00,0.0,0.0,0.316,10.2,8.95,8.68,10.82,1025,64,4.7,,2,sky is clear,3.23
2023-01-27 12:00,0.001,0.0,0.596,11.16,9.79,7.88,11.82,1024,56,4.49,,2,sky is clear,2.24
2023-01-27 13:00,0.063,0.0,0.474,11.82,10.49,8.99,12.82,1023,55,4.77,,8,sky is clear,2.61
2023-01-27 14:00,0.046,0.0,0.401,12.41,11.04,10.1,14.15,1023,51,5.05,,20,few clouds,2.18
2023-01-27 15:00,0.481,0.0,0.44,11.91,10.49,10.34,14.15,1023,51,4.98,,31,scattered clouds,1.65
2023-01-27 16:00,0.273,0.0,0.185,11.86,10.43,11.21,12.82,1022,51,4.13,,5,sky is clear,1.59
2023-01-27 17:00,0.458,0.0,0.009,11.28,9.85,11.21,12.23,1023,53,3.44,,0,sky is clear,1.59
2023-01-27 18:00,0.493,0.0,0.0,10.01,8.71,8.68,10.66,1023,63,3.84,,0,sky is clear,2.84
2023-01-27 19:00,0.506,0.0,0.0,8.98,6.81,7.57,9.54,1024,64,3.87,,0,sky is clear,2.09
2023-01-27 20:00,0.612,0.0,0.0,8.61,6.46,6.38,9.54,1024,67,3.68,,0,sky is clear,2.25
2023-01-27 21:00,0.571,0.0,0.0,7.8,5.57,6.45,8.43,1025,69,3.49,,0,sky is clear,1.96
2023-01-27 22:00,0.0,0.578,0.0,7.05,4.82,6.45,7.88,1025,74,3.23,,0,sky is clear,2.27
2023-01-27 23:00,0.0,0.494,0.0,7.02,4.97,6.45,7.88,1025,77,2.95,,0,sky is clear,2.81
2023-01-28 00:00,0.0,0.595,0.0,6.74,4.71,6.12,6.82,1025,78,2.83,,0,sky is clear,2.7
2023-01-28 01:00,0.0,0.37,0.0,5.76,3.58,4.15,6.77,1025,80,2.78,,0,sky is clear,2.03
2023-01-28 02:00,0.0,0.316,0.0,4.69,2.4,1.93,6.21,1025,83,2.66,,0,sky is clear,1.44
2023-01-28 03:00,0.0,0.315,0.0,3.79,1.49,0.82,5.66,1025,85,2.47,,0,sky is clear,0.88
2023-01-28 04:00,0.0,0.3,0.0,2.99,0.66,0.26,5.1,1026,87,2.35,,0,sky is clear,0.43
2023-01-28 05:00,0.0,0.318,0.0,2.33,-0.02,0.26,5.1,1026,87,2.26,,0,sky is clear,-0.14
2023-01-28 06:00,0.0,1.018,0.0,4.25,2.21,-0.29,4.59,1026,74,2.28,,0,sky is clear,-0.36
2023-01-28 07:00,0.0,1.364,0.0,4.4,2.34,2.72,4.59,1026,74,2.33,,0,sky is clear,-0.23
2023-01-28 08:00,0.124,0.0,0.179,3.75,1.52,2.23,4.23,1026,89,2.39,,0,sky is clear,1.62
2023-01-28 09:00,0.062,0.0,0.444,6.0,3.64,2.49,6.26,1027,68,3.09,,0,sky is clear,0.09
2023-01-28 10:00,0.11,0.0,0.459,7.19,5.27,4.54,7.37,1027,65,2.8,,0,sky is clear,0.6
2023-01-28 11:00,0.213,0.0,0.652,8.79,7.11,5.66,9.04,1027,62,2.91,,0,sky is clear,1.46
2023-01-28 12:00,0.0,0.0,0.315,10.59,9.14,9.15,10.7,1026,55,2.5,,0,sky is clear,1.48
2023-01-28 13:00,0.0,0.0,0.305,12.04,10.63,10.34,12.37,1025,51,1.9,,0,sky is clear,1.77
2023-01-28 14:00,0.758,0.0,0.408,12.33,10.95,10.9,13.04,1024,51,2.2,,0,sky is clear,2.05
2023-01-28 15:00,1.328,0.0,0.544,11.85,10.47,11.45,13.6,1024,53,3.06,,1,sky is clear,2.14
2023-01-28 16:00,0.478,0.0,0.182,11.9,10.56,10.1,14.15,1024,54,3.07,,25,scattered clouds,2.43
2023-01-28 17:00,0.553,0.0,0.002,11.8,10.52,10.66,11.82,1024,57,2.45,,17,few clouds,3.11
2023-01-28 18:00,0.902,0.0,0.0,9.79,8.32,9.15,10.1,1024,62,2.89,,1,sky is clear,2.35
2023-01-28 19:00,2.183,0.0,0.0,8.02,5.93,6.93,9.54,1025,66,3.33,,0,sky is clear,1.55
2023-01-28 20:00,1.155,0.0,0.0,8.08,5.9,7.01,8.99,1025,67,3.51,,0,sky is clear,1.87
2023-01-28 21:00,0.71,0.0,0.0,8.18,6.33,4.71,8.82,1026,67,3.0,,0,sky is clear,1.76
2023-01-28 22:00,0.0,1.683,0.0,6.76,4.76,4.71,7.88,1026,73,2.8,,2,sky is clear,1.69
2023-01-28 23:00,0.0,0.916,0.0,5.56,3.31,4.15,6.68,1026,75,2.82,,3,sky is clear,0.91
2023-01-29 00:00,0.0,0.557,0.0,5.05,2.73,4.23,7.23,1026,76,2.78,,2,sky is clear,0.77
2023-01-29 01:00,0.0,0.41,0.0,5.05,2.77,3.12,7.23,1026,78,2.73,,2,sky is clear,1.13
2023-01-29 02:00,0.0,0.325,0.0,5.79,3.77,3.12,6.12,1026,79,2.58,,1,sky is clear,1.96
2023-01-29 03:00,0.0,0.331,0.0,4.82,2.69,3.12,5.57,1026,80,2.5,,1,sky is clear,1.19
2023-01-29 04:00,0.0,0.366,0.0,3.04,0.66,2.57,5.57,1026,81,2.41,,1,sky is clear,-0.29
2023-01-29 05:00,0.0,0.321,0.0,1.22,-1.49,0.72,4.45,1026,83,2.41,,0,sky is clear,-1.51
2023-01-29 06:00,0.0,0.306,0.0,1.04,-1.75,0.72,4.45,1026,83,2.46,,1,sky is clear,-1.72
2023-01-29 07:00,0.0,1.177,0.0,0.93,-1.79,0.72,3.9,1027,84,2.37,,2,sky is clear,-1.71
2023-01-29 08:00,0.222,0.0,0.176,3.6,1.31,-0.28,4.04,1027,71,2.43,,0,sky is clear,-1.4
2023-01-29 09:00,0.13,0.0,0.437,5.47,3.17,2.49,5.7,1028,65,2.87,,1,sky is clear,-0.9
2023-01-29 10:00,0.657,0.0,0.749,6.82,5.62,6.68,6.93,1028,64,1.87,,1,sky is clear,0.02
2023-01-29 11:00,0.022,0.0,0.606,7.92,6.66,7.72,8.6,1028,59,2.13,,0,sky is clear,-0.04
2023-01-29 12:00,0.794,0.0,0.995,9.12,7.79,8.68,10.26,1028,56,2.48,,0,sky is clear,0.35
2023-01-29 13:00,0.0,0.0,0.587,9.73,8.31,9.23,11.38,1027,52,2.8,,0,sky is clear,-0.1
2023-01-29 14:00,0.615,0.0,0.448,10.32,8.77,10.15,11.82,1026,52,2.54,,3,sky is clear,0.42
2023-01-29 15:00,0.469,0.0,0.505,10.8,9.24,9.54,12.49,1025,50,2.06,,46,scattered clouds,0.34
2023-01-29 16:00,3.381,0.0,0.192,10.91,9.31,10.1,13.04,1025,48,1.62,,44,scattered clouds,-0.12
2023-01-29 17:00,1.893,0.0,0.002,10.78,9.17,10.1,11.82,1026,48,1.01,,23,few clouds,-0.22
2023-01-29 18:00,0.659,0.0,0.0,8.78,7.78,6.93,10.01,1026,53,1.99,,4,sky is clear,-0.74
2023-01-29 19:00,0.568,0.0,0.0,6.43,5.13,5.72,8.9,1026,57,1.9,,2,sky is clear,-1.69
2023-01-29 20:00,1.097,0.0,0.0,6.16,5.12,4.71,8.34,1027,67,1.62,,0,sky is clear,-0.01
2023-01-29 21:00,1.375,0.0,0.0,5.34,4.17,4.15,8.34,1027,76,1.63,,1,sky is clear,0.96
2023-01-29 22:00,0.0,1.643,0.0,4.41,2.92,3.04,7.23,1028,84,1.78,,13,few clouds,1.44
2023-01-29 23:00,0.0,1.656,0.0,3.57,2.27,2.49,6.68,1028,87,1.53,,11,few clouds,1.13
2023-01-30 00:00,0.0,0.557,0.0,3.48,2.13,1.93,6.21,1028,87,1.56,,2,sky is clear,1.01
2023-01-30 01:00,0.0,0.446,0.0,4.15,2.87,3.12,5.57,1028,86,1.58,,0,sky is clear,1.57
2023-01-30 02:00,0.0,0.305,0.0,5.61,4.37,2.57,5.82,1028,84,1.73,,0,sky is clear,2.63
2023-01-30 03:00,0.0,0.29,0.0,5.56,4.03,2.01,5.82,1028,84,1.99,,0,sky is clear,2.57
2023-01-30 04:00,0.0,0.313,0.0,4.73,2.91,1.45,5.01,1029,82,2.14,,0,sky is clear,1.44
2023-01-30 05:00,0.0,0.288,0.0,4.71,2.78,1.45,4.82,1029,82,2.25,,2,sky is clear,1.42
2023-01-30 06:00,0.0,0.313,0.0,3.98,1.78,0.9,4.54,1029,82,2.4,,0,sky is clear,0.72
2023-01-30 07:00,0.0,2.207,0.0,3.98,1.72,0.9,4.54,1029,83,2.47,,0,sky is clear,0.89
2023-01-30 08:00,0.321,0.0,0.191,3.25,0.85,0.9,4.54,1030,82,2.48,,1,sky is clear,0.03
2023-01-30 09:00,0.0,0.0,0.362,5.64,3.23,4.54,5.7,1030,66,3.06,,0,sky is clear,-0.58
2023-01-30 10:00,0.407,0.0,0.446,6.81,4.99,6.38,6.82,1031,62,2.57,,1,sky is clear,-0.37
2023-01-30 11:00,1.307,0.0,0.833,7.97,6.21,7.49,8.82,1031,60,2.79,,1,sky is clear,0.21
2023-01-30 12:00,0.1,0.0,0.476,9.08,7.58,8.9,9.82,1031,54,2.73,,0,sky is clear,-0.18
2023-01-30 13:00,0.0,0.0,0.302,10.3,8.77,10.01,11.82,1030,53,2.34,,0,sky is clear,0.67
2023-01-30 14:00,0.302,0.0,0.602,10.82,9.32,10.7,11.93,1029,52,2.01,,0,sky is clear,0.89
2023-01-30 15:00,0.0,0.0,0.371,11.44,9.92,11.26,13.6,1029,49,1.67,,0,sky is clear,0.64
2023-01-30 16:00,0.168,0.0,0.191,11.42,9.87,11.26,12.82,1029,48,1.19,,0,sky is clear,0.33
2023-01-30 17:00,0.275,0.0,0.005,11.17,9.65,9.54,12.23,1030,50,0.37,,0,sky is clear,0.7
2023-01-30 18:00,0.698,0.0,0.0,8.82,8.82,7.49,10.57,1030,50,0.98,,0,sky is clear,-1.38
2023-01-30 19:00,1.087,0.0,0.0,7.12,6.45,6.38,8.43,1031,61,1.43,,0,sky is clear,-0.32
2023-01-30 20:00,0.468,0.0,0.0,6.25,4.93,5.26,8.9,1031,76,1.89,,0,sky is clear,1.84
2023-01-30 21:00,0.443,0.0,0.0,5.23,3.75,3.6,7.32,1031,82,1.89,,0,sky is clear,1.87
2023-01-30 22:00,0.0,0.496,0.0,4.41,2.89,3.04,7.23,1031,86,1.81,,0,sky is clear,1.77
2023-01-30 23:00,0.0,0.579,0.0,4.21,2.76,2.49,6.68,1032,89,1.72,,0,sky is clear,2.02
2023-01-31 00:00,0.0,0.573,0.0,4.56,3.28,1.38,5.66,1032,90,1.63,,0,sky is clear,2.4
2023-01-31 01:00,0.0,0.504,0.0,4.38,2.93,0.82,5.57,1032,89,1.75,,0,sky is clear,2.04
2023-01-31 02:00,0.0,0.317,0.0,3.63,1.95,-0.29,5.01,1032,88,1.84,,0,sky is clear,1.05
2023-01-31 03:00,0.0,0.322,0.0,3.53,1.78,-0.29,3.99,1032,89,1.89,,0,sky is clear,1.11
2023-01-31 04:00,0.0,0.297,0.0,3.53,1.45,-0.29,4.45,1031,90,2.2,,0,sky is clear,1.27
2023-01-31 05:00,0.0,0.3,0.0,3.71,1.38,3.43,4.45,1032,92,2.49,,17,few clouds,2.04
2023-01-31 06:00,0.0,0.302,0.0,2.79,0.22,2.72,4.45,1032,91,2.57,,0,sky is clear,0.98
2023-01-31 07:00,0.0,0.84,0.0,2.79,0.13,2.72,3.34,1032,91,2.67,,0,sky is clear,0.98
2023-01-31 08:00,0.174,0.0,0.184,2.45,-0.24,-0.85,3.9,1032,90,2.63,,0,sky is clear,0.22
2023-01-31 09:00,0.0,0.0,0.28,4.19,1.83,2.32,5.01,1033,87,2.63,,0,sky is clear,1.55
2023-01-31 10:00,0.0,0.0,0.283,9.5,8.65,6.68,9.59,1033,58,1.95,,0,sky is clear,1.22
2023-01-31 11:00,0.617,0.0,0.849,10.97,9.64,8.34,11.26,1033,58,1.27,,0,sky is clear,2.58
2023-01-31 12:00,0.0,0.0,0.379,11.29,10.02,10.57,11.82,1032,59,0.47,,0,sky is clear,3.11
2023-01-31 13:00,0.0,0.0,0.295,12.4,11.11,12.23,13.12,1032,54,0.39,,0,sky is clear,2.9
2023-01-31 14:00,0.488,0.0,0.504,13.33,11.89,11.72,14.23,1031,45,1.07,,0,sky is clear,1.23
2023-01-31 15:00,0.949,0.0,0.531,13.16,11.65,9.54,14.71,1030,43,1.42,,0,sky is clear,0.48
2023-01-31 16:00,0.9,0.0,0.188,12.79,11.3,10.1,15.26,1030,45,1.62,,0,sky is clear,0.75
2023-01-31 17:00,0.279,0.0,0.007,12.67,11.25,10.1,13.12,1030,48,1.42,,0,sky is clear,1.54
2023-01-31 18:00,0.627,0.0,0.0,9.73,8.85,9.54,10.01,1030,66,2.03,,0,sky is clear,3.22
2023-01-31 19:00,2.782,0.0,0.0,8.0,6.91,7.72,8.99,1030,71,1.95,,0,sky is clear,2.63
2023-01-31 20:00,0.716,0.0,0.0,7.22,5.81,6.72,8.68,1030,81,2.16,,0,sky is clear,3.73
2023-01-31 21:00,0.642,0.0,0.0,6.37,4.87,5.72,8.34,1030,83,2.1,,0,sky is clear,3.26
2023-01-31 22:00,0.0,1.635,0.0,4.97,3.32,3.72,7.23,1030,87,2.01,,0,sky is clear,2.56
2023-01-31 23:00,0.0,1.706,0.0,5.91,4.47,4.23,6.68,1030,90,1.96,,0,sky is clear,3.92
2023-02-01 00:00,0.0,1.65,0.0,5.76,4.41,3.68,6.12,1030,89,1.85,,0,sky is clear,3.61
2023-02-01 01:00,0.0,0.585,0.0,4.28,2.71,3.12,5.66,1030,87,1.84,,0,sky is clear,1.87
2023-02-01 02:00,0.0,0.394,0.0,4.2,2.45,3.12,6.68,1029,87,1.99,,0,sky is clear,1.78
