date,normal_consume,consumption_in_period,autoconsume,temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,weather_description,dew_point,day,month,year,day_of_week,hour,isFeriado,hour_str,Data,is_weekend,Estacao_do_Ano,vacaciones,consumo_total,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
2023-01-25 18:00:00,0.564,0.0,0.0,8.9,7.75,6.38,9.04,71,0.0,0,0,3.47,25,1,2023,2,18,0,18,2023-01-25,False,0,0,0.56,0.0,1,-0.56,0
2023-01-25 19:00:00,0.741,0.0,0.0,6.32,4.67,5.26,8.43,73,0.0,0,0,1.35,25,1,2023,2,19,0,19,2023-01-25,False,0,0,0.74,0.0,0,-0.74,0
2023-01-25 20:00:00,1.811,0.0,0.0,7.67,6.28,4.15,7.93,76,0.0,0,0,3.26,25,1,2023,2,20,0,20,2023-01-25,False,0,0,1.81,0.0,0,-1.81,0
2023-01-25 21:00:00,0.539,0.0,0.0,7.06,5.64,3.04,7.37,79,0.0,0,0,3.22,25,1,2023,2,21,0,21,2023-01-25,False,0,0,0.54,0.0,0,-0.54,0
2023-01-25 22:00:00,0.0,0.401,0.0,6.63,4.85,4.72,6.82,82,0.0,0,0,3.33,25,1,2023,2,22,0,22,2023-01-25,False,0,0,0.4,0.0,0,-0.4,0
2023-01-25 23:00:00,0.0,0.424,0.0,5.88,3.93,1.93,6.26,85,0.0,5,0,3.1,25,1,2023,2,23,0,23,2023-01-25,False,0,0,0.42,0.0,0,-0.42,0
2023-01-26 00:00:00,0.0,0.407,0.0,5.99,4.42,3.34,6.26,78,0.0,9,0,2.02,26,1,2023,3,0,0,0,2023-01-26,False,0,0,0.41,0.0,0,-0.41,0
2023-01-26 01:00:00,0.0,0.394,0.0,5.48,3.91,2.23,5.9,81,0.0,5,0,2.04,26,1,2023,3,1,0,1,2023-01-26,False,0,0,0.39,0.0,0,-0.39,0
2023-01-26 02:00:00,0.0,0.311,0.0,2.75,0.63,-0.29,5.34,84,0.0,3,0,-0.28,26,1,2023,3,2,0,2,2023-01-26,False,0,0,0.31,0.0,0,-0.31,0
2023-01-26 03:00:00,0.0,0.305,0.0,1.98,-0.57,-0.29,5.34,87,0.0,8,0,-0.48,26,1,2023,3,3,0,3,2023-01-26,False,0,0,0.3,0.0,0,-0.3,0
2023-01-26 04:00:00,0.0,0.326,0.0,4.6,2.36,-0.85,5.15,77,0.0,92,3,0.49,26,1,2023,3,4,0,4,2023-01-26,False,0,0,0.33,0.0,0,-0.33,0
2023-01-26 05:00:00,0.0,0.287,0.0,4.14,1.6,-0.85,5.34,79,0.0,91,3,0.39,26,1,2023,3,5,0,5,2023-01-26,False,0,0,0.29,0.0,0,-0.29,0
2023-01-26 06:00:00,0.0,0.309,0.0,4.19,1.41,0.72,6.45,78,0.0,94,3,0.29,26,1,2023,3,6,0,6,2023-01-26,False,0,0,0.31,0.0,0,-0.31,0
2023-01-26 07:00:00,0.0,1.236,0.0,4.19,1.25,0.72,7.01,78,0.0,76,2,0.29,26,1,2023,3,7,0,7,2023-01-26,False,0,0,1.24,0.0,1,-1.24,0
2023-01-26 08:00:00,0.333,0.0,0.039,5.34,3.02,1.68,6.45,77,0.0,83,2,1.22,26,1,2023,3,8,0,8,2023-01-26,False,0,0,0.37,0.11,1,-0.29,1
2023-01-26 09:00:00,0.0,0.0,0.293,5.36,2.81,2.72,7.01,78,0.0,47,4,1.42,26,1,2023,3,9,0,9,2023-01-26,False,0,0,0.29,1.01,1,0.29,1
2023-01-26 10:00:00,0.0,0.0,0.295,7.21,5.35,3.9,8.12,76,0.0,24,1,2.81,26,1,2023,3,10,0,10,2023-01-26,False,0,0,0.3,0.98,1,0.3,1
2023-01-26 11:00:00,0.0,0.0,0.309,8.59,6.8,6.68,9.82,74,0.0,35,4,3.72,26,1,2023,3,11,0,11,2023-01-26,False,0,0,0.31,1.0,1,0.31,1
2023-01-26 12:00:00,0.212,0.0,0.376,10.2,9.13,9.23,10.82,71,0.0,55,2,4.7,26,1,2023,3,12,0,12,2023-01-26,False,0,0,0.59,0.64,1,0.16,1
2023-01-26 13:00:00,0.007,0.0,0.29,9.71,7.84,7.88,11.82,80,0.0,65,2,5.91,26,1,2023,3,13,0,13,2023-01-26,False,0,0,0.3,0.97,1,0.28,1
2023-01-26 14:00:00,0.392,0.0,0.314,10.7,9.91,8.43,11.82,80,0.0,77,2,6.9,26,1,2023,3,14,0,14,2023-01-26,False,0,0,0.71,0.44,1,-0.08,1
2023-01-26 15:00:00,0.056,0.0,0.238,11.22,10.36,8.99,11.82,75,0.0,36,4,6.48,26,1,2023,3,15,0,15,2023-01-26,False,0,0,0.29,0.82,1,0.18,1
2023-01-26 16:00:00,0.606,0.0,0.169,11.25,10.31,9.54,11.82,72,0.0,7,0,5.91,26,1,2023,3,16,0,16,2023-01-26,False,0,0,0.78,0.22,1,-0.44,1
2023-01-26 17:00:00,1.479,0.0,0.003,10.76,9.59,9.71,11.82,65,0.0,0,0,3.97,26,1,2023,3,17,0,17,2023-01-26,False,0,0,1.48,0.0,1,-1.48,1
2023-01-26 18:00:00,1.577,0.0,0.0,9.71,7.82,9.23,9.82,73,0.0,0,0,4.63,26,1,2023,3,18,0,18,2023-01-26,False,0,0,1.58,0.0,1,-1.58,0
2023-01-26 19:00:00,1.055,0.0,0.0,8.72,6.56,8.43,9.45,75,0.0,0,0,4.07,26,1,2023,3,19,0,19,2023-01-26,False,0,0,1.06,0.0,0,-1.06,0
2023-01-26 20:00:00,0.564,0.0,0.0,7.92,5.63,7.72,8.68,78,0.0,0,0,3.86,26,1,2023,3,20,0,20,2023-01-26,False,0,0,0.56,0.0,0,-0.56,0
2023-01-26 21:00:00,0.721,0.0,0.0,7.54,5.3,4.15,7.88,81,0.0,0,0,3.76,26,1,2023,3,21,0,21,2023-01-26,False,0,0,0.72,0.0,0,-0.72,0
2023-01-26 22:00:00,0.0,0.595,0.0,6.92,4.66,6.72,8.68,83,0.0,0,0,3.77,26,1,2023,3,22,0,22,2023-01-26,False,0,0,0.6,0.0,0,-0.6,0
2023-01-26 23:00:00,0.0,0.507,0.0,6.77,4.55,6.68,8.68,83,0.0,0,0,3.6,26,1,2023,3,23,0,23,2023-01-26,False,0,0,0.51,0.0,0,-0.51,0
2023-01-27 00:00:00,0.0,0.524,0.0,6.77,4.75,6.68,8.12,85,0.0,0,0,3.94,27,1,2023,4,0,0,0,2023-01-27,False,0,0,0.52,0.0,0,-0.52,0
2023-01-27 01:00:00,0.0,0.556,0.0,6.72,4.79,5.57,8.12,85,0.0,1,0,3.89,27,1,2023,4,1,0,1,2023-01-27,False,0,0,0.56,0.0,0,-0.56,0
2023-01-27 02:00:00,0.0,0.57,0.0,4.56,2.32,1.38,8.12,86,0.0,1,0,1.77,27,1,2023,4,2,0,2,2023-01-27,False,0,0,0.57,0.0,0,-0.57,0
2023-01-27 03:00:00,0.0,0.421,0.0,5.36,3.3,1.38,5.82,85,0.0,3,0,2.24,27,1,2023,4,3,0,3,2023-01-27,False,0,0,0.42,0.0,0,-0.42,0
2023-01-27 04:00:00,0.0,0.308,0.0,5.39,3.19,0.82,8.12,85,0.0,2,0,2.28,27,1,2023,4,4,0,4,2023-01-27,False,0,0,0.31,0.0,0,-0.31,0
2023-01-27 05:00:00,0.0,0.29,0.0,5.33,2.93,3.99,7.57,84,0.0,4,0,2.34,27,1,2023,4,5,0,5,2023-01-27,False,0,0,0.29,0.0,0,-0.29,0
2023-01-27 06:00:00,0.0,0.305,0.0,3.91,1.11,-0.29,8.12,85,0.0,6,0,0.88,27,1,2023,4,6,0,6,2023-01-27,False,0,0,0.3,0.0,0,-0.3,0
2023-01-27 07:00:00,0.0,0.893,0.0,4.3,1.62,2.88,7.57,84,0.0,5,0,1.32,27,1,2023,4,7,0,7,2023-01-27,False,0,0,0.89,0.0,1,-0.89,0
2023-01-27 08:00:00,0.313,0.0,0.173,4.3,1.73,2.88,7.01,84,0.0,2,0,1.32,27,1,2023,4,8,0,8,2023-01-27,False,0,0,0.49,0.35,1,-0.14,1
2023-01-27 09:00:00,0.0,0.0,0.299,6.54,4.1,2.88,7.82,79,0.0,0,0,2.59,27,1,2023,4,9,0,9,2023-01-27,False,0,0,0.3,1.0,1,0.3,1
2023-01-27 10:00:00,0.0,0.0,0.303,10.1,8.84,7.57,10.15,64,0.0,0,0,3.15,27,1,2023,4,10,0,10,2023-01-27,False,0,0,0.3,1.01,1,0.3,1
2023-01-27 11:00:00,0.0,0.0,0.316,10.2,8.95,8.68,10.82,64,0.0,2,0,3.23,27,1,2023,4,11,0,11,2023-01-27,False,0,0,0.32,0.99,1,0.32,1
2023-01-27 12:00:00,0.001,0.0,0.596,11.16,9.79,7.88,11.82,56,0.0,2,0,2.24,27,1,2023,4,12,0,12,2023-01-27,False,0,0,0.6,0.99,1,0.6,1
2023-01-27 13:00:00,0.063,0.0,0.474,11.82,10.49,8.99,12.82,55,0.0,8,0,2.61,27,1,2023,4,13,0,13,2023-01-27,False,0,0,0.54,0.88,1,0.41,1
2023-01-27 14:00:00,0.046,0.0,0.401,12.41,11.04,10.1,14.15,51,0.0,20,1,2.18,27,1,2023,4,14,0,14,2023-01-27,False,0,0,0.45,0.89,1,0.36,1
2023-01-27 15:00:00,0.481,0.0,0.44,11.91,10.49,10.34,14.15,51,0.0,31,4,1.65,27,1,2023,4,15,0,15,2023-01-27,False,0,0,0.92,0.48,1,-0.04,1
2023-01-27 16:00:00,0.273,0.0,0.185,11.86,10.43,11.21,12.82,51,0.0,5,0,1.59,27,1,2023,4,16,0,16,2023-01-27,False,0,0,0.46,0.4,1,-0.09,1
2023-01-27 17:00:00,0.458,0.0,0.009,11.28,9.85,11.21,12.23,53,0.0,0,0,1.59,27,1,2023,4,17,0,17,2023-01-27,False,0,0,0.47,0.02,1,-0.45,1
2023-01-27 18:00:00,0.493,0.0,0.0,10.01,8.71,8.68,10.66,63,0.0,0,0,2.84,27,1,2023,4,18,0,18,2023-01-27,False,0,0,0.49,0.0,1,-0.49,0
2023-01-27 19:00:00,0.506,0.0,0.0,8.98,6.81,7.57,9.54,64,0.0,0,0,2.09,27,1,2023,4,19,0,19,2023-01-27,False,0,0,0.51,0.0,0,-0.51,0
2023-01-27 20:00:00,0.612,0.0,0.0,8.61,6.46,6.38,9.54,67,0.0,0,0,2.25,27,1,2023,4,20,0,20,2023-01-27,False,0,0,0.61,0.0,0,-0.61,0
2023-01-27 21:00:00,0.571,0.0,0.0,7.8,5.57,6.45,8.43,69,0.0,0,0,1.96,27,1,2023,4,21,0,21,2023-01-27,False,0,0,0.57,0.0,0,-0.57,0
2023-01-27 22:00:00,0.0,0.578,0.0,7.05,4.82,6.45,7.88,74,0.0,0,0,2.27,27,1,2023,4,22,0,22,2023-01-27,False,0,0,0.58,0.0,0,-0.58,0
2023-01-27 23:00:00,0.0,0.494,0.0,7.02,4.97,6.45,7.88,77,0.0,0,0,2.81,27,1,2023,4,23,0,23,2023-01-27,False,0,0,0.49,0.0,0,-0.49,0
2023-01-28 00:00:00,0.0,0.595,0.0,6.74,4.71,6.12,6.82,78,0.0,0,0,2.7,28,1,2023,5,0,0,0,2023-01-28,True,0,0,0.6,0.0,0,-0.6,0
2023-01-28 01:00:00,0.0,0.37,0.0,5.76,3.58,4.15,6.77,80,0.0,0,0,2.03,28,1,2023,5,1,0,1,2023-01-28,True,0,0,0.37,0.0,0,-0.37,0
2023-01-28 02:00:00,0.0,0.316,0.0,4.69,2.4,1.93,6.21,83,0.0,0,0,1.44,28,1,2023,5,2,0,2,2023-01-28,True,0,0,0.32,0.0,0,-0.32,0
2023-01-28 03:00:00,0.0,0.315,0.0,3.79,1.49,0.82,5.66,85,0.0,0,0,0.88,28,1,2023,5,3,0,3,2023-01-28,True,0,0,0.32,0.0,0,-0.32,0
2023-01-28 04:00:00,0.0,0.3,0.0,2.99,0.66,0.26,5.1,87,0.0,0,0,0.43,28,1,2023,5,4,0,4,2023-01-28,True,0,0,0.3,0.0,0,-0.3,0
2023-01-28 05:00:00,0.0,0.318,0.0,2.33,-0.02,0.26,5.1,87,0.0,0,0,-0.14,28,1,2023,5,5,0,5,2023-01-28,True,0,0,0.32,0.0,0,-0.32,0
2023-01-28 06:00:00,0.0,1.018,0.0,4.25,2.21,-0.29,4.59,74,0.0,0,0,-0.36,28,1,2023,5,6,0,6,2023-01-28,True,0,0,1.02,0.0,0,-1.02,0
2023-01-28 07:00:00,0.0,1.364,0.0,4.4,2.34,2.72,4.59,74,0.0,0,0,-0.23,28,1,2023,5,7,0,7,2023-01-28,True,0,0,1.36,0.0,1,-1.36,0
2023-01-28 08:00:00,0.124,0.0,0.179,3.75,1.52,2.23,4.23,89,0.0,0,0,1.62,28,1,2023,5,8,0,8,2023-01-28,True,0,0,0.3,0.6,1,0.05,1
2023-01-28 09:00:00,0.062,0.0,0.444,6.0,3.64,2.49,6.26,68,0.0,0,0,0.09,28,1,2023,5,9,0,9,2023-01-28,True,0,0,0.51,0.87,1,0.38,1
2023-01-28 10:00:00,0.11,0.0,0.459,7.19,5.27,4.54,7.37,65,0.0,0,0,0.6,28,1,2023,5,10,0,10,2023-01-28,True,0,0,0.57,0.81,1,0.35,1
2023-01-28 11:00:00,0.213,0.0,0.652,8.79,7.11,5.66,9.04,62,0.0,0,0,1.46,28,1,2023,5,11,0,11,2023-01-28,True,0,0,0.86,0.76,1,0.44,1
2023-01-28 12:00:00,0.0,0.0,0.315,10.59,9.14,9.15,10.7,55,0.0,0,0,1.48,28,1,2023,5,12,0,12,2023-01-28,True,0,0,0.32,0.98,1,0.32,1
2023-01-28 13:00:00,0.0,0.0,0.305,12.04,10.63,10.34,12.37,51,0.0,0,0,1.77,28,1,2023,5,13,0,13,2023-01-28,True,0,0,0.3,1.02,1,0.3,1
2023-01-28 14:00:00,0.758,0.0,0.408,12.33,10.95,10.9,13.04,51,0.0,0,0,2.05,28,1,2023,5,14,0,14,2023-01-28,True,0,0,1.17,0.35,1,-0.35,1
2023-01-28 15:00:00,1.328,0.0,0.544,11.85,10.47,11.45,13.6,53,0.0,1,0,2.14,28,1,2023,5,15,0,15,2023-01-28,True,0,0,1.87,0.29,1,-0.78,1
2023-01-28 16:00:00,0.478,0.0,0.182,11.9,10.56,10.1,14.15,54,0.0,25,4,2.43,28,1,2023,5,16,0,16,2023-01-28,True,0,0,0.66,0.28,1,-0.3,1
2023-01-28 17:00:00,0.553,0.0,0.002,11.8,10.52,10.66,11.82,57,0.0,17,1,3.11,28,1,2023,5,17,0,17,2023-01-28,True,0,0,0.56,0.0,1,-0.55,1
2023-01-28 18:00:00,0.902,0.0,0.0,9.79,8.32,9.15,10.1,62,0.0,1,0,2.35,28,1,2023,5,18,0,18,2023-01-28,True,0,0,0.9,0.0,1,-0.9,0
2023-01-28 19:00:00,2.183,0.0,0.0,8.02,5.93,6.93,9.54,66,0.0,0,0,1.55,28,1,2023,5,19,0,19,2023-01-28,True,0,0,2.18,0.0,0,-2.18,0
2023-01-28 20:00:00,1.155,0.0,0.0,8.08,5.9,7.01,8.99,67,0.0,0,0,1.87,28,1,2023,5,20,0,20,2023-01-28,True,0,0,1.16,0.0,0,-1.16,0
2023-01-28 21:00:00,0.71,0.0,0.0,8.18,6.33,4.71,8.82,67,0.0,0,0,1.76,28,1,2023,5,21,0,21,2023-01-28,True,0,0,0.71,0.0,0,-0.71,0
2023-01-28 22:00:00,0.0,1.683,0.0,6.76,4.76,4.71,7.88,73,0.0,2,0,1.69,28,1,2023,5,22,0,22,2023-01-28,True,0,0,1.68,0.0,0,-1.68,0
2023-01-28 23:00:00,0.0,0.916,0.0,5.56,3.31,4.15,6.68,75,0.0,3,0,0.91,28,1,2023,5,23,0,23,2023-01-28,True,0,0,0.92,0.0,0,-0.92,0
2023-01-29 00:00:00,0.0,0.557,0.0,5.05,2.73,4.23,7.23,76,0.0,2,0,0.77,29,1,2023,6,0,0,0,2023-01-29,True,0,0,0.56,0.0,0,-0.56,0
2023-01-29 01:00:00,0.0,0.41,0.0,5.05,2.77,3.12,7.23,78,0.0,2,0,1.13,29,1,2023,6,1,0,1,2023-01-29,True,0,0,0.41,0.0,0,-0.41,0
2023-01-29 02:00:00,0.0,0.325,0.0,5.79,3.77,3.12,6.12,79,0.0,1,0,1.96,29,1,2023,6,2,0,2,2023-01-29,True,0,0,0.32,0.0,0,-0.32,0
2023-01-29 03:00:00,0.0,0.331,0.0,4.82,2.69,3.12,5.57,80,0.0,1,0,1.19,29,1,2023,6,3,0,3,2023-01-29,True,0,0,0.33,0.0,0,-0.33,0
2023-01-29 04:00:00,0.0,0.366,0.0,3.04,0.66,2.57,5.57,81,0.0,1,0,-0.29,29,1,2023,6,4,0,4,2023-01-29,True,0,0,0.37,0.0,0,-0.37,0
2023-01-29 05:00:00,0.0,0.321,0.0,1.22,-1.49,0.72,4.45,83,0.0,0,0,-1.51,29,1,2023,6,5,0,5,2023-01-29,True,0,0,0.32,0.0,0,-0.32,0
2023-01-29 06:00:00,0.0,0.306,0.0,1.04,-1.75,0.72,4.45,83,0.0,1,0,-1.72,29,1,2023,6,6,0,6,2023-01-29,True,0,0,0.31,0.0,0,-0.31,0
2023-01-29 07:00:00,0.0,1.177,0.0,0.93,-1.79,0.72,3.9,84,0.0,2,0,-1.71,29,1,2023,6,7,0,7,2023-01-29,True,0,0,1.18,0.0,1,-1.18,0
2023-01-29 08:00:00,0.222,0.0,0.176,3.6,1.31,-0.28,4.04,71,0.0,0,0,-1.4,29,1,2023,6,8,0,8,2023-01-29,True,0,0,0.4,0.44,1,-0.05,1
2023-01-29 09:00:00,0.13,0.0,0.437,5.47,3.17,2.49,5.7,65,0.0,1,0,-0.9,29,1,2023,6,9,0,9,2023-01-29,True,0,0,0.57,0.77,1,0.31,1
2023-01-29 10:00:00,0.657,0.0,0.749,6.82,5.62,6.68,6.93,64,0.0,1,0,0.02,29,1,2023,6,10,0,10,2023-01-29,True,0,0,1.41,0.53,1,0.09,1
2023-01-29 11:00:00,0.022,0.0,0.606,7.92,6.66,7.72,8.6,59,0.0,0,0,-0.04,29,1,2023,6,11,0,11,2023-01-29,True,0,0,0.63,0.96,1,0.58,1
2023-01-29 12:00:00,0.794,0.0,0.995,9.12,7.79,8.68,10.26,56,0.0,0,0,0.35,29,1,2023,6,12,0,12,2023-01-29,True,0,0,1.79,0.56,1,0.2,1
2023-01-29 13:00:00,0.0,0.0,0.587,9.73,8.31,9.23,11.38,52,0.0,0,0,-0.1,29,1,2023,6,13,0,13,2023-01-29,True,0,0,0.59,0.99,1,0.59,1
2023-01-29 14:00:00,0.615,0.0,0.448,10.32,8.77,10.15,11.82,52,0.0,3,0,0.42,29,1,2023,6,14,0,14,2023-01-29,True,0,0,1.06,0.42,1,-0.17,1
2023-01-29 15:00:00,0.469,0.0,0.505,10.8,9.24,9.54,12.49,50,0.0,46,4,0.34,29,1,2023,6,15,0,15,2023-01-29,True,0,0,0.97,0.52,1,0.04,1
2023-01-29 16:00:00,3.381,0.0,0.192,10.91,9.31,10.1,13.04,48,0.0,44,4,-0.12,29,1,2023,6,16,0,16,2023-01-29,True,0,0,3.57,0.05,1,-3.19,1
2023-01-29 17:00:00,1.893,0.0,0.002,10.78,9.17,10.1,11.82,48,0.0,23,1,-0.22,29,1,2023,6,17,0,17,2023-01-29,True,0,0,1.9,0.0,1,-1.89,1
2023-01-29 18:00:00,0.659,0.0,0.0,8.78,7.78,6.93,10.01,53,0.0,4,0,-0.74,29,1,2023,6,18,0,18,2023-01-29,True,0,0,0.66,0.0,1,-0.66,0
2023-01-29 19:00:00,0.568,0.0,0.0,6.43,5.13,5.72,8.9,57,0.0,2,0,-1.69,29,1,2023,6,19,0,19,2023-01-29,True,0,0,0.57,0.0,0,-0.57,0
2023-01-29 20:00:00,1.097,0.0,0.0,6.16,5.12,4.71,8.34,67,0.0,0,0,-0.01,29,1,2023,6,20,0,20,2023-01-29,True,0,0,1.1,0.0,0,-1.1,0
2023-01-29 21:00:00,1.375,0.0,0.0,5.34,4.17,4.15,8.34,76,0.0,1,0,0.96,29,1,2023,6,21,0,21,2023-01-29,True,0,0,1.38,0.0,0,-1.38,0
2023-01-29 22:00:00,0.0,1.643,0.0,4.41,2.92,3.04,7.23,84,0.0,13,1,1.44,29,1,2023,6,22,0,22,2023-01-29,True,0,0,1.64,0.0,0,-1.64,0
2023-01-29 23:00:00,0.0,1.656,0.0,3.57,2.27,2.49,6.68,87,0.0,11,1,1.13,29,1,2023,6,23,0,23,2023-01-29,True,0,0,1.66,0.0,0,-1.66,0
2023-01-30 00:00:00,0.0,0.557,0.0,3.48,2.13,1.93,6.21,87,0.0,2,0,1.01,30,1,2023,0,0,0,0,2023-01-30,False,0,0,0.56,0.0,0,-0.56,0
2023-01-30 01:00:00,0.0,0.446,0.0,4.15,2.87,3.12,5.57,86,0.0,0,0,1.57,30,1,2023,0,1,0,1,2023-01-30,False,0,0,0.45,0.0,0,-0.45,0
2023-01-30 02:00:00,0.0,0.305,0.0,5.61,4.37,2.57,5.82,84,0.0,0,0,2.63,30,1,2023,0,2,0,2,2023-01-30,False,0,0,0.3,0.0,0,-0.3,0
2023-01-30 03:00:00,0.0,0.29,0.0,5.56,4.03,2.01,5.82,84,0.0,0,0,2.57,30,1,2023,0,3,0,3,2023-01-30,False,0,0,0.29,0.0,0,-0.29,0
2023-01-30 04:00:00,0.0,0.313,0.0,4.73,2.91,1.45,5.01,82,0.0,0,0,1.44,30,1,2023,0,4,0,4,2023-01-30,False,0,0,0.31,0.0,0,-0.31,0
2023-01-30 05:00:00,0.0,0.288,0.0,4.71,2.78,1.45,4.82,82,0.0,2,0,1.42,30,1,2023,0,5,0,5,2023-01-30,False,0,0,0.29,0.0,0,-0.29,0
2023-01-30 06:00:00,0.0,0.313,0.0,3.98,1.78,0.9,4.54,82,0.0,0,0,0.72,30,1,2023,0,6,0,6,2023-01-30,False,0,0,0.31,0.0,0,-0.31,0
2023-01-30 07:00:00,0.0,2.207,0.0,3.98,1.72,0.9,4.54,83,0.0,0,0,0.89,30,1,2023,0,7,0,7,2023-01-30,False,0,0,2.21,0.0,1,-2.21,0
2023-01-30 08:00:00,0.321,0.0,0.191,3.25,0.85,0.9,4.54,82,0.0,1,0,0.03,30,1,2023,0,8,0,8,2023-01-30,False,0,0,0.51,0.37,1,-0.13,1
2023-01-30 09:00:00,0.0,0.0,0.362,5.64,3.23,4.54,5.7,66,0.0,0,0,-0.58,30,1,2023,0,9,0,9,2023-01-30,False,0,0,0.36,1.01,1,0.36,1
2023-01-30 10:00:00,0.407,0.0,0.446,6.81,4.99,6.38,6.82,62,0.0,1,0,-0.37,30,1,2023,0,10,0,10,2023-01-30,False,0,0,0.85,0.52,1,0.04,1
2023-01-30 11:00:00,1.307,0.0,0.833,7.97,6.21,7.49,8.82,60,0.0,1,0,0.21,30,1,2023,0,11,0,11,2023-01-30,False,0,0,2.14,0.39,1,-0.47,1
2023-01-30 12:00:00,0.1,0.0,0.476,9.08,7.58,8.9,9.82,54,0.0,0,0,-0.18,30,1,2023,0,12,0,12,2023-01-30,False,0,0,0.58,0.82,1,0.38,1
2023-01-30 13:00:00,0.0,0.0,0.302,10.3,8.77,10.01,11.82,53,0.0,0,0,0.67,30,1,2023,0,13,0,13,2023-01-30,False,0,0,0.3,1.01,1,0.3,1
2023-01-30 14:00:00,0.302,0.0,0.602,10.82,9.32,10.7,11.93,52,0.0,0,0,0.89,30,1,2023,0,14,0,14,2023-01-30,False,0,0,0.9,0.67,1,0.3,1
2023-01-30 15:00:00,0.0,0.0,0.371,11.44,9.92,11.26,13.6,49,0.0,0,0,0.64,30,1,2023,0,15,0,15,2023-01-30,False,0,0,0.37,1.0,1,0.37,1
2023-01-30 16:00:00,0.168,0.0,0.191,11.42,9.87,11.26,12.82,48,0.0,0,0,0.33,30,1,2023,0,16,0,16,2023-01-30,False,0,0,0.36,0.53,1,0.02,1
2023-01-30 17:00:00,0.275,0.0,0.005,11.17,9.65,9.54,12.23,50,0.0,0,0,0.7,30,1,2023,0,17,0,17,2023-01-30,False,0,0,0.28,0.02,1,-0.27,1
2023-01-30 18:00:00,0.698,0.0,0.0,8.82,8.82,7.49,10.57,50,0.0,0,0,-1.38,30,1,2023,0,18,0,18,2023-01-30,False,0,0,0.7,0.0,1,-0.7,0
2023-01-30 19:00:00,1.087,0.0,0.0,7.12,6.45,6.38,8.43,61,0.0,0,0,-0.32,30,1,2023,0,19,0,19,2023-01-30,False,0,0,1.09,0.0,0,-1.09,0
2023-01-30 20:00:00,0.468,0.0,0.0,6.25,4.93,5.26,8.9,76,0.0,0,0,1.84,30,1,2023,0,20,0,20,2023-01-30,False,0,0,0.47,0.0,0,-0.47,0
2023-01-30 21:00:00,0.443,0.0,0.0,5.23,3.75,3.6,7.32,82,0.0,0,0,1.87,30,1,2023,0,21,0,21,2023-01-30,False,0,0,0.44,0.0,0,-0.44,0
2023-01-30 22:00:00,0.0,0.496,0.0,4.41,2.89,3.04,7.23,86,0.0,0,0,1.77,30,1,2023,0,22,0,22,2023-01-30,False,0,0,0.5,0.0,0,-0.5,0
2023-01-30 23:00:00,0.0,0.579,0.0,4.21,2.76,2.49,6.68,89,0.0,0,0,2.02,30,1,2023,0,23,0,23,2023-01-30,False,0,0,0.58,0.0,0,-0.58,0
2023-01-31 00:00:00,0.0,0.573,0.0,4.56,3.28,1.38,5.66,90,0.0,0,0,2.4,31,1,2023,1,0,0,0,2023-01-31,False,0,0,0.57,0.0,0,-0.57,0
2023-01-31 01:00:00,0.0,0.504,0.0,4.38,2.93,0.82,5.57,89,0.0,0,0,2.04,31,1,2023,1,1,0,1,2023-01-31,False,0,0,0.5,0.0,0,-0.5,0
2023-01-31 02:00:00,0.0,0.317,0.0,3.63,1.95,-0.29,5.01,88,0.0,0,0,1.05,31,1,2023,1,2,0,2,2023-01-31,False,0,0,0.32,0.0,0,-0.32,0
2023-01-31 03:00:00,0.0,0.322,0.0,3.53,1.78,-0.29,3.99,89,0.0,0,0,1.11,31,1,2023,1,3,0,3,2023-01-31,False,0,0,0.32,0.0,0,-0.32,0
2023-01-31 04:00:00,0.0,0.297,0.0,3.53,1.45,-0.29,4.45,90,0.0,0,0,1.27,31,1,2023,1,4,0,4,2023-01-31,False,0,0,0.3,0.0,0,-0.3,0
2023-01-31 05:00:00,0.0,0.3,0.0,3.71,1.38,3.43,4.45,92,0.0,17,1,2.04,31,1,2023,1,5,0,5,2023-01-31,False,0,0,0.3,0.0,0,-0.3,0
2023-01-31 06:00:00,0.0,0.302,0.0,2.79,0.22,2.72,4.45,91,0.0,0,0,0.98,31,1,2023,1,6,0,6,2023-01-31,False,0,0,0.3,0.0,0,-0.3,0
2023-01-31 07:00:00,0.0,0.84,0.0,2.79,0.13,2.72,3.34,91,0.0,0,0,0.98,31,1,2023,1,7,0,7,2023-01-31,False,0,0,0.84,0.0,1,-0.84,0
2023-01-31 08:00:00,0.174,0.0,0.184,2.45,-0.24,-0.85,3.9,90,0.0,0,0,0.22,31,1,2023,1,8,0,8,2023-01-31,False,0,0,0.36,0.51,1,0.01,1
2023-01-31 09:00:00,0.0,0.0,0.28,4.19,1.83,2.32,5.01,87,0.0,0,0,1.55,31,1,2023,1,9,0,9,2023-01-31,False,0,0,0.28,1.0,1,0.28,1
2023-01-31 10:00:00,0.0,0.0,0.283,9.5,8.65,6.68,9.59,58,0.0,0,0,1.22,31,1,2023,1,10,0,10,2023-01-31,False,0,0,0.28,1.01,1,0.28,1
2023-01-31 11:00:00,0.617,0.0,0.849,10.97,9.64,8.34,11.26,58,0.0,0,0,2.58,31,1,2023,1,11,0,11,2023-01-31,False,0,0,1.47,0.58,1,0.23,1
