date,normal_consume,consumption_in_period,autoconsume,injection,temp,feels_like,temp_min,temp_max,humidity,rain_1h,clouds_all,weather_description,dew_point,day,month,year,day_of_week,hour,isFeriado,hour_str,Data,is_weekend,Estacao_do_Ano,vacaciones,consumo_total,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
2022-02-11 16:00:00,0.165,0.0,0.153,0,17.38,16.95,16.78,17.88,68,0.0,98,3,10.94,11,2,2022,4,16,0,16,2022-02-11,False,0,0,0.32,0.48,1,-0.01,1
2022-02-11 17:00:00,0.349,0.0,0.019,0,16.25,15.84,15.67,16.26,73,0.0,100,3,10.94,11,2,2022,4,17,0,17,2022-02-11,False,0,0,0.37,0.05,1,-0.33,1
2022-02-11 18:00:00,0.327,0.0,0.0,0,15.02,14.61,12.72,15.15,78,0.0,97,3,10.76,11,2,2022,4,18,0,18,2022-02-11,False,0,0,0.33,0.0,1,-0.33,1
2022-02-11 19:00:00,0.317,0.0,0.0,0,14.04,13.61,13.34,14.54,81,0.0,98,3,10.36,11,2,2022,4,19,0,19,2022-02-11,False,0,0,0.32,0.0,0,-0.32,0
2022-02-11 20:00:00,0.325,0.0,0.0,0,13.39,12.95,11.72,13.48,83,0.0,99,3,10.1,11,2,2022,4,20,0,20,2022-02-11,False,0,0,0.32,0.0,0,-0.32,0
2022-02-11 21:00:00,0.349,0.0,0.0,0,12.91,12.5,11.68,12.93,86,0.0,100,3,10.15,11,2,2022,4,21,0,21,2022-02-11,False,0,0,0.35,0.0,0,-0.35,0
2022-02-11 22:00:00,0.0,0.352,0.0,0,12.28,11.86,10.72,12.37,88,0.0,99,3,9.88,11,2,2022,4,22,0,22,2022-02-11,False,0,0,0.35,0.0,0,-0.35,0
2022-02-11 23:00:00,0.0,0.381,0.0,0,11.81,11.37,10.57,11.82,89,0.0,99,3,9.57,11,2,2022,4,23,0,23,2022-02-11,False,0,0,0.38,0.0,0,-0.38,0
2022-02-12 00:00:00,0.0,0.447,0.0,0,12.2,11.8,9.72,12.37,89,0.0,99,3,9.99,12,2,2022,5,0,0,0,2022-02-12,True,0,0,0.45,0.0,0,-0.45,0
2022-02-12 01:00:00,0.0,0.471,0.0,0,12.16,11.7,8.72,12.37,87,0.0,95,3,9.61,12,2,2022,5,1,0,1,2022-02-12,True,0,0,0.47,0.0,0,-0.47,0
2022-02-12 02:00:00,0.0,0.285,0.0,0,11.63,11.17,8.72,11.82,89,0.0,79,2,9.43,12,2,2022,5,2,0,2,2022-02-12,True,0,0,0.28,0.0,0,-0.28,0
2022-02-12 03:00:00,0.0,0.256,0.0,0,11.1,10.59,8.72,11.26,89,0.0,28,4,8.89,12,2,2022,5,3,0,3,2022-02-12,True,0,0,0.26,0.0,0,-0.26,0
2022-02-12 04:00:00,0.0,0.238,0.0,0,10.61,10.1,8.12,10.7,91,0.0,88,3,8.73,12,2,2022,5,4,0,4,2022-02-12,True,0,0,0.24,0.0,0,-0.24,0
2022-02-12 05:00:00,0.0,0.298,0.0,0,10.16,9.63,9.54,10.72,92,0.0,100,3,8.43,12,2,2022,5,5,0,5,2022-02-12,True,0,0,0.3,0.0,0,-0.3,0
2022-02-12 06:00:00,0.0,0.491,0.0,0,10.16,9.66,9.45,10.72,93,0.0,100,3,8.59,12,2,2022,5,6,0,6,2022-02-12,True,0,0,0.49,0.0,0,-0.49,0
2022-02-12 07:00:00,0.0,1.655,0.0,0,10.16,9.66,9.45,10.72,93,0.0,100,3,8.58,12,2,2022,5,7,0,7,2022-02-12,True,0,0,1.66,0.0,1,-1.66,0
2022-02-12 08:00:00,0.392,0.0,0.011,0,10.16,9.66,9.54,10.72,93,0.0,100,3,8.58,12,2,2022,5,8,0,8,2022-02-12,True,0,0,0.4,0.03,1,-0.38,1
2022-02-12 09:00:00,0.161,0.0,0.101,0,10.72,10.28,10.01,11.72,93,0.0,100,3,9.14,12,2,2022,5,9,0,9,2022-02-12,True,0,0,0.26,0.39,1,-0.06,1
2022-02-12 10:00:00,0.027,0.0,0.23,2,10.74,10.3,10.1,11.72,93,0.0,100,3,9.15,12,2,2022,5,10,0,10,2022-02-12,True,0,0,0.26,0.88,1,0.2,1
2022-02-12 11:00:00,0.0,0.0,0.279,3,11.34,10.96,11.21,12.89,93,0.0,100,3,9.74,12,2,2022,5,11,0,11,2022-02-12,True,0,0,0.28,1.0,1,0.28,1
2022-02-12 12:00:00,0.162,0.0,0.521,2,12.99,12.67,12.79,14.0,89,0.0,100,3,10.73,12,2,2022,5,12,0,12,2022-02-12,True,0,0,0.68,0.77,1,0.36,1
2022-02-12 13:00:00,0.154,0.0,0.426,1,14.09,13.64,14.0,14.79,80,0.0,100,3,10.21,12,2,2022,5,13,0,13,2022-02-12,True,0,0,0.58,0.73,1,0.27,1
2022-02-12 14:00:00,0.013,0.0,0.262,2,15.11,14.56,13.72,16.21,72,0.0,90,3,9.64,12,2,2022,5,14,0,14,2022-02-12,True,0,0,0.28,0.94,1,0.25,1
2022-02-12 15:00:00,0.061,0.0,0.198,2,14.62,14.02,13.72,16.77,72,0.0,75,2,9.16,12,2,2022,5,15,0,15,2022-02-12,True,0,0,0.26,0.76,1,0.14,1
2022-02-12 16:00:00,0.141,0.0,0.196,2,14.54,13.88,13.72,14.79,70,0.0,56,2,8.68,12,2,2022,5,16,0,16,2022-02-12,True,0,0,0.34,0.58,1,0.06,1
2022-02-12 17:00:00,0.304,0.0,0.032,0,14.52,13.99,12.72,15.66,75,0.0,59,2,9.68,12,2,2022,5,17,0,17,2022-02-12,True,0,0,0.34,0.09,1,-0.27,1
2022-02-12 18:00:00,0.572,0.0,0.0,0,13.41,12.84,11.68,14.54,78,0.0,45,4,9.19,12,2,2022,5,18,0,18,2022-02-12,True,0,0,0.57,0.0,1,-0.57,1
2022-02-12 19:00:00,0.715,0.0,0.0,0,12.28,11.76,10.72,12.37,84,0.0,45,4,9.19,12,2,2022,5,19,0,19,2022-02-12,True,0,0,0.72,0.0,0,-0.72,0
2022-02-12 20:00:00,0.805,0.0,0.0,0,10.64,10.03,8.72,11.77,87,0.0,43,4,8.1,12,2,2022,5,20,0,20,2022-02-12,True,0,0,0.8,0.0,0,-0.8,0
2022-02-12 21:00:00,0.58,0.0,0.0,0,9.63,9.63,9.45,10.67,89,0.0,56,2,7.41,12,2,2022,5,21,0,21,2022-02-12,True,0,0,0.58,0.0,0,-0.58,0
2022-02-12 22:00:00,0.0,0.635,0.0,0,9.57,9.57,8.72,10.11,90,0.0,73,2,7.53,12,2,2022,5,22,0,22,2022-02-12,True,0,0,0.64,0.0,0,-0.64,0
2022-02-12 23:00:00,0.0,0.528,0.0,0,9.04,8.69,8.68,9.55,90,0.0,100,3,7.01,12,2,2022,5,23,0,23,2022-02-12,True,0,0,0.53,0.0,0,-0.53,0
2022-02-13 00:00:00,0.0,0.464,0.0,0,8.51,8.51,8.12,9.55,90,0.0,100,3,6.48,13,2,2022,6,0,0,0,2022-02-13,True,0,0,0.46,0.0,0,-0.46,0
2022-02-13 01:00:00,0.0,0.386,0.0,0,8.44,7.63,7.72,8.48,92,0.0,100,3,6.73,13,2,2022,6,1,0,1,2022-02-13,True,0,0,0.39,0.0,0,-0.39,0
2022-02-13 02:00:00,0.0,0.305,0.0,0,8.47,7.68,7.01,8.72,92,0.0,100,3,6.76,13,2,2022,6,2,0,2,2022-02-13,True,0,0,0.3,0.0,0,-0.3,0
2022-02-13 03:00:00,0.0,0.278,0.0,0,8.48,7.39,7.79,8.72,92,0.0,100,3,6.76,13,2,2022,6,3,0,3,2022-02-13,True,0,0,0.28,0.0,0,-0.28,0
2022-02-13 04:00:00,0.0,0.29,0.0,0,8.42,7.06,6.45,8.48,91,0.0,100,3,6.55,13,2,2022,6,4,0,4,2022-02-13,True,0,0,0.29,0.0,0,-0.29,0
2022-02-13 05:00:00,0.0,0.335,0.0,0,8.97,7.36,5.9,9.04,91,0.0,100,3,7.1,13,2,2022,6,5,0,5,2022-02-13,True,0,0,0.34,0.0,0,-0.34,0
2022-02-13 06:00:00,0.0,0.265,0.0,0,8.47,6.44,7.32,8.72,91,0.0,98,3,6.6,13,2,2022,6,6,0,6,2022-02-13,True,0,0,0.26,0.0,0,-0.26,0
2022-02-13 07:00:00,0.0,0.256,0.0,0,9.03,7.07,7.57,9.72,90,0.0,100,3,7.0,13,2,2022,6,7,0,7,2022-02-13,True,0,0,0.26,0.0,1,-0.26,0
2022-02-13 08:00:00,0.559,0.0,0.035,0,9.04,6.93,7.88,9.72,88,0.0,100,3,6.67,13,2,2022,6,8,0,8,2022-02-13,True,0,0,0.59,0.06,1,-0.52,1
2022-02-13 09:00:00,0.378,0.0,0.033,0,9.63,7.4,8.99,10.72,87,0.33,100,5,7.08,13,2,2022,6,9,0,9,2022-02-13,True,0,0,0.41,0.08,1,-0.34,1
2022-02-13 10:00:00,1.32,0.0,0.075,0,10.18,9.5,10.1,10.72,86,0.25,100,5,7.45,13,2,2022,6,10,0,10,2022-02-13,True,0,0,1.4,0.05,1,-1.25,1
2022-02-13 11:00:00,0.971,0.0,0.123,0,9.66,7.1,9.59,10.72,91,0.31,100,5,7.77,13,2,2022,6,11,0,11,2022-02-13,True,0,0,1.09,0.11,1,-0.85,1
2022-02-13 12:00:00,0.402,0.0,0.106,0,10.71,10.21,9.54,11.72,91,0.86,100,5,8.81,13,2,2022,6,12,0,12,2022-02-13,True,0,0,0.51,0.21,1,-0.3,1
2022-02-13 13:00:00,0.338,0.0,0.113,0,10.67,10.17,10.01,10.9,91,1.71,100,6,8.78,13,2,2022,6,13,0,13,2022-02-13,True,0,0,0.45,0.25,1,-0.23,1
2022-02-13 14:00:00,0.686,0.0,0.089,0,11.19,10.77,10.01,11.26,92,2.82,100,6,9.46,13,2,2022,6,14,0,14,2022-02-13,True,0,0,0.78,0.11,1,-0.6,1
2022-02-13 15:00:00,0.501,0.0,0.048,0,11.23,10.81,10.01,12.01,92,3.78,100,6,9.49,13,2,2022,6,15,0,15,2022-02-13,True,0,0,0.55,0.09,1,-0.45,1
2022-02-13 16:00:00,0.451,0.0,0.085,0,11.86,11.53,11.68,12.72,93,2.75,96,6,10.27,13,2,2022,6,16,0,16,2022-02-13,True,0,0,0.54,0.16,1,-0.37,1
2022-02-13 17:00:00,0.619,0.0,0.012,0,12.35,12.07,11.77,12.37,93,1.28,73,6,10.77,13,2,2022,6,17,0,17,2022-02-13,True,0,0,0.63,0.02,1,-0.61,1
2022-02-13 18:00:00,0.661,0.0,0.0,0,11.8,11.46,10.9,11.82,93,0.67,77,5,10.22,13,2,2022,6,18,0,18,2022-02-13,True,0,0,0.66,0.0,1,-0.66,1
2022-02-13 19:00:00,1.707,0.0,0.0,0,10.76,10.32,9.79,11.72,93,0.16,62,5,9.18,13,2,2022,6,19,0,19,2022-02-13,True,0,0,1.71,0.0,0,-1.71,0
2022-02-13 20:00:00,1.7,0.0,0.0,0,10.14,9.64,9.23,10.15,93,0.0,59,2,8.57,13,2,2022,6,20,0,20,2022-02-13,True,0,0,1.7,0.0,0,-1.7,0
2022-02-13 21:00:00,0.768,0.0,0.0,0,9.57,8.12,8.68,10.11,93,0.14,67,5,8.01,13,2,2022,6,21,0,21,2022-02-13,True,0,0,0.77,0.0,0,-0.77,0
2022-02-13 22:00:00,0.0,0.662,0.0,0,9.12,7.61,8.68,10.72,93,0.52,53,5,7.54,13,2,2022,6,22,0,22,2022-02-13,True,0,0,0.66,0.0,0,-0.66,0
2022-02-13 23:00:00,0.0,1.233,0.0,0,9.16,7.55,8.43,11.72,93,0.52,60,5,7.57,13,2,2022,6,23,0,23,2022-02-13,True,0,0,1.23,0.0,0,-1.23,0
2022-02-14 00:00:00,0.0,1.858,0.0,0,8.48,6.81,8.12,9.45,92,0.32,54,5,6.77,14,2,2022,0,0,0,0,2022-02-14,False,0,0,1.86,0.0,0,-1.86,0
2022-02-14 01:00:00,0.0,2.158,0.0,0,8.48,6.9,7.57,9.45,92,0.34,58,5,6.77,14,2,2022,0,1,0,1,2022-02-14,False,0,0,2.16,0.0,0,-2.16,0
2022-02-14 02:00:00,0.0,0.473,0.0,0,7.99,6.95,7.01,8.9,90,0.11,54,5,5.95,14,2,2022,0,2,0,2,2022-02-14,False,0,0,0.47,0.0,0,-0.47,0
2022-02-14 03:00:00,0.0,0.469,0.0,0,8.07,7.59,5.9,10.72,90,0.11,41,5,6.02,14,2,2022,0,3,0,3,2022-02-14,False,0,0,0.47,0.0,0,-0.47,0
2022-02-14 04:00:00,0.0,0.476,0.0,0,8.06,7.35,5.9,10.72,90,0.0,39,4,6.01,14,2,2022,0,4,0,4,2022-02-14,False,0,0,0.48,0.0,0,-0.48,0
2022-02-14 05:00:00,0.0,0.476,0.0,0,7.48,7.48,6.45,9.72,91,0.0,51,2,5.6,14,2,2022,0,5,0,5,2022-02-14,False,0,0,0.48,0.0,0,-0.48,0
2022-02-14 06:00:00,0.0,0.458,0.0,0,7.37,7.37,6.45,7.79,90,0.0,54,2,5.36,14,2,2022,0,6,0,6,2022-02-14,False,0,0,0.46,0.0,0,-0.46,0
2022-02-14 07:00:00,0.0,1.556,0.002,0,6.88,6.88,6.45,8.44,91,0.16,53,5,5.01,14,2,2022,0,7,0,7,2022-02-14,False,0,0,1.56,0.0,1,-1.55,0
2022-02-14 08:00:00,0.506,0.0,0.208,1,6.86,6.86,6.45,7.72,92,0.17,54,5,5.16,14,2,2022,0,8,0,8,2022-02-14,False,0,0,0.71,0.29,1,-0.3,1
2022-02-14 09:00:00,0.019,0.0,0.443,2,7.36,6.7,6.45,8.44,91,0.1,74,5,5.5,14,2,2022,0,9,0,9,2022-02-14,False,0,0,0.46,0.96,1,0.42,1
2022-02-14 10:00:00,0.0,0.0,0.46,3,9.63,9.63,8.12,11.22,90,0.15,53,5,7.57,14,2,2022,0,10,0,10,2022-02-14,False,0,0,0.46,1.0,1,0.46,1
2022-02-14 11:00:00,0.148,0.0,0.299,3,10.85,10.16,9.23,12.89,83,0.29,37,5,7.57,14,2,2022,0,11,0,11,2022-02-14,False,0,0,0.45,0.66,1,0.15,1
2022-02-14 12:00:00,0.146,0.0,0.348,2,10.93,10.35,10.7,14.54,87,0.14,27,5,8.33,14,2,2022,0,12,0,12,2022-02-14,False,0,0,0.49,0.71,1,0.2,1
2022-02-14 13:00:00,0.042,0.0,0.435,3,11.4,10.79,11.26,13.72,84,0.0,35,4,8.29,14,2,2022,0,13,0,13,2022-02-14,False,0,0,0.48,0.91,1,0.39,1
2022-02-14 14:00:00,0.175,0.0,0.341,2,11.94,11.38,10.9,14.0,84,0.0,67,2,8.82,14,2,2022,0,14,0,14,2022-02-14,False,0,0,0.52,0.66,1,0.17,1
2022-02-14 15:00:00,0.095,0.0,0.445,2,12.49,11.91,12.23,13.99,81,0.0,56,2,8.82,14,2,2022,0,15,0,15,2022-02-14,False,0,0,0.54,0.82,1,0.35,1
2022-02-14 16:00:00,0.326,0.0,0.299,0,11.94,11.25,11.45,13.99,79,0.14,46,5,7.92,14,2,2022,0,16,0,16,2022-02-14,False,0,0,0.62,0.48,1,-0.03,1
2022-02-14 17:00:00,0.709,0.0,0.031,0,11.86,11.14,11.82,13.43,78,0.0,39,4,7.67,14,2,2022,0,17,0,17,2022-02-14,False,0,0,0.74,0.04,1,-0.68,1
2022-02-14 18:00:00,0.755,0.0,0.0,0,10.8,10.0,9.79,12.32,79,0.0,34,4,6.81,14,2,2022,0,18,0,18,2022-02-14,False,0,0,0.76,0.0,1,-0.76,1
2022-02-14 19:00:00,1.541,0.0,0.0,0,10.16,9.42,8.68,11.21,84,0.0,35,4,7.1,14,2,2022,0,19,0,19,2022-02-14,False,0,0,1.54,0.0,0,-1.54,0
2022-02-14 20:00:00,1.07,0.0,0.0,0,9.4,8.84,8.12,10.67,88,0.0,22,1,7.04,14,2,2022,0,20,0,20,2022-02-14,False,0,0,1.07,0.0,0,-1.07,0
2022-02-14 21:00:00,0.781,0.0,0.0,0,8.65,8.65,7.01,10.11,90,0.0,41,4,6.65,14,2,2022,0,21,0,21,2022-02-14,False,0,0,0.78,0.0,0,-0.78,0
2022-02-14 22:00:00,0.0,0.406,0.0,0,7.75,7.75,6.45,10.11,95,0.0,78,2,6.54,14,2,2022,0,22,0,22,2022-02-14,False,0,0,0.41,0.0,0,-0.41,0
2022-02-14 23:00:00,0.0,0.372,0.0,0,7.95,7.95,5.9,9.55,87,0.0,73,2,5.43,14,2,2022,0,23,0,23,2022-02-14,False,0,0,0.37,0.0,0,-0.37,0
2022-02-15 00:00:00,0.0,0.447,0.0,0,7.85,7.85,5.34,7.93,89,0.0,58,2,5.68,15,2,2022,1,0,0,0,2022-02-15,False,0,0,0.45,0.0,0,-0.45,0
2022-02-15 01:00:00,0.0,0.498,0.0,0,7.84,7.84,4.79,7.93,88,0.0,63,2,5.51,15,2,2022,1,1,0,1,2022-02-15,False,0,0,0.5,0.0,0,-0.5,0
2022-02-15 02:00:00,0.0,0.421,0.0,0,7.35,6.81,6.68,7.37,90,0.0,76,2,5.34,15,2,2022,1,2,0,2,2022-02-15,False,0,0,0.42,0.0,0,-0.42,0
2022-02-15 03:00:00,0.0,0.294,0.0,0,6.78,5.53,5.72,6.82,92,0.0,100,3,5.1,15,2,2022,1,3,0,3,2022-02-15,False,0,0,0.29,0.0,0,-0.29,0
2022-02-15 04:00:00,0.0,0.291,0.0,0,7.33,5.58,3.12,7.72,90,0.0,98,3,5.32,15,2,2022,1,4,0,4,2022-02-15,False,0,0,0.29,0.0,0,-0.29,0
2022-02-15 05:00:00,0.0,0.312,0.0,0,6.8,5.53,5.1,6.82,91,0.0,100,3,4.95,15,2,2022,1,5,0,5,2022-02-15,False,0,0,0.31,0.0,0,-0.31,0
2022-02-15 06:00:00,0.0,0.312,0.0,0,6.71,5.49,3.12,6.82,91,0.0,95,3,4.87,15,2,2022,1,6,0,6,2022-02-15,False,0,0,0.31,0.0,0,-0.31,0
2022-02-15 07:00:00,0.0,1.635,0.003,0,6.69,5.43,3.68,6.82,92,0.0,99,3,5.01,15,2,2022,1,7,0,7,2022-02-15,False,0,0,1.64,0.0,1,-1.63,0
2022-02-15 08:00:00,0.316,0.0,0.149,0,6.69,5.94,3.12,6.82,92,0.0,96,3,5.02,15,2,2022,1,8,0,8,2022-02-15,False,0,0,0.46,0.32,1,-0.17,1
2022-02-15 09:00:00,0.001,0.0,0.357,2,8.43,7.65,5.57,8.48,90,0.0,100,3,6.41,15,2,2022,1,9,0,9,2022-02-15,False,0,0,0.36,0.99,1,0.36,1
2022-02-15 10:00:00,0.0,0.0,0.356,3,9.59,8.82,6.12,9.72,87,0.0,93,3,7.05,15,2,2022,1,10,0,10,2022-02-15,False,0,0,0.36,0.99,1,0.36,1
2022-02-15 11:00:00,0.0,0.0,0.376,3,10.69,10.06,8.12,11.72,86,0.0,100,3,7.96,15,2,2022,1,11,0,11,2022-02-15,False,0,0,0.38,0.99,1,0.38,1
2022-02-15 12:00:00,0.014,0.0,0.325,2,11.91,11.27,10.9,13.44,81,0.0,100,3,8.26,15,2,2022,1,12,0,12,2022-02-15,False,0,0,0.34,0.96,1,0.31,1
2022-02-15 13:00:00,0.055,0.0,0.29,1,12.98,12.24,12.57,14.55,73,0.0,100,3,7.78,15,2,2022,1,13,0,13,2022-02-15,False,0,0,0.34,0.85,1,0.24,1
2022-02-15 14:00:00,0.109,0.0,0.349,0,12.4,11.68,11.45,14.0,76,0.0,100,3,7.81,15,2,2022,1,14,0,14,2022-02-15,False,0,0,0.46,0.76,1,0.24,1
2022-02-15 15:00:00,0.221,0.0,0.192,0,11.88,11.13,11.82,13.44,77,0.0,100,3,7.5,15,2,2022,1,15,0,15,2022-02-15,False,0,0,0.41,0.47,1,-0.03,1
2022-02-15 16:00:00,0.368,0.0,0.129,0,11.87,11.15,11.68,12.89,78,0.0,100,3,7.68,15,2,2022,1,16,0,16,2022-02-15,False,0,0,0.5,0.26,1,-0.24,1
2022-02-15 17:00:00,0.6,0.0,0.031,0,11.91,11.3,10.9,13.43,82,0.0,99,3,8.44,15,2,2022,1,17,0,17,2022-02-15,False,0,0,0.63,0.05,1,-0.57,1
2022-02-15 18:00:00,0.379,0.0,0.0,0,11.34,10.75,10.34,12.88,85,0.0,100,3,8.41,15,2,2022,1,18,0,18,2022-02-15,False,0,0,0.38,0.0,1,-0.38,1
2022-02-15 19:00:00,1.004,0.0,0.0,0,10.81,10.27,10.34,12.33,89,0.0,100,3,8.57,15,2,2022,1,19,0,19,2022-02-15,False,0,0,1.0,0.0,0,-1.0,0
2022-02-15 20:00:00,0.524,0.0,0.0,0,10.28,9.74,10.01,11.77,91,0.0,100,3,8.36,15,2,2022,1,20,0,20,2022-02-15,False,0,0,0.52,0.0,0,-0.52,0
2022-02-15 21:00:00,0.882,0.0,0.0,0,10.15,9.62,9.72,11.22,92,0.0,100,3,8.43,15,2,2022,1,21,0,21,2022-02-15,False,0,0,0.88,0.0,0,-0.88,0
2022-02-15 22:00:00,0.0,0.712,0.0,0,9.61,9.06,9.59,10.1,92,0.0,95,3,7.89,15,2,2022,1,22,0,22,2022-02-15,False,0,0,0.71,0.0,0,-0.71,0
2022-02-15 23:00:00,0.0,0.53,0.0,0,10.12,9.59,9.45,10.15,92,0.0,100,3,8.41,15,2,2022,1,23,0,23,2022-02-15,False,0,0,0.53,0.0,0,-0.53,0
2022-02-16 00:00:00,0.0,0.474,0.0,0,10.12,9.59,9.54,10.67,92,0.0,100,3,8.4,16,2,2022,2,0,0,0,2022-02-16,False,0,0,0.47,0.0,0,-0.47,0
2022-02-16 01:00:00,0.0,0.498,0.0,0,10.15,9.62,9.45,10.72,92,0.0,100,3,8.43,16,2,2022,2,1,0,1,2022-02-16,False,0,0,0.5,0.0,0,-0.5,0
2022-02-16 02:00:00,0.0,0.486,0.0,0,10.16,9.66,9.54,10.72,93,0.0,97,3,8.58,16,2,2022,2,2,0,2,2022-02-16,False,0,0,0.49,0.0,0,-0.49,0
2022-02-16 03:00:00,0.0,0.474,0.0,0,10.66,10.21,9.54,10.72,93,0.0,100,3,9.09,16,2,2022,2,3,0,3,2022-02-16,False,0,0,0.47,0.0,0,-0.47,0
2022-02-16 04:00:00,0.0,0.495,0.0,0,10.16,9.66,9.54,10.72,93,0.0,100,3,8.58,16,2,2022,2,4,0,4,2022-02-16,False,0,0,0.5,0.0,0,-0.5,0
2022-02-16 05:00:00,0.0,0.492,0.0,0,10.66,10.24,9.54,10.9,94,0.11,100,5,9.25,16,2,2022,2,5,0,5,2022-02-16,False,0,0,0.49,0.0,0,-0.49,0
2022-02-16 06:00:00,0.0,0.427,0.0,0,10.71,10.29,9.54,11.72,94,0.15,100,5,9.29,16,2,2022,2,6,0,6,2022-02-16,False,0,0,0.43,0.0,0,-0.43,0
2022-02-16 07:00:00,0.0,0.796,0.0,0,10.71,10.29,9.54,11.72,94,0.0,100,3,9.29,16,2,2022,2,7,0,7,2022-02-16,False,0,0,0.8,0.0,1,-0.8,0
2022-02-16 08:00:00,0.274,0.0,0.046,0,10.73,10.31,10.1,11.72,94,0.0,100,3,9.31,16,2,2022,2,8,0,8,2022-02-16,False,0,0,0.32,0.14,1,-0.23,1
2022-02-16 09:00:00,0.306,0.0,0.071,0,11.24,10.87,10.1,11.72,94,0.0,100,3,9.82,16,2,2022,2,9,0,9,2022-02-16,False,0,0,0.38,0.19,1,-0.24,1
2022-02-16 10:00:00,0.122,0.0,0.197,0,11.81,11.5,11.12,12.01,94,0.21,100,5,10.39,16,2,2022,2,10,0,10,2022-02-16,False,0,0,0.32,0.62,1,0.08,1
2022-02-16 11:00:00,0.515,0.0,0.127,0,11.81,11.5,11.21,11.82,94,0.19,100,5,10.39,16,2,2022,2,11,0,11,2022-02-16,False,0,0,0.64,0.2,1,-0.39,1
2022-02-16 12:00:00,0.034,0.0,0.222,1,12.37,12.12,11.77,12.72,94,0.3,100,5,10.95,16,2,2022,2,12,0,12,2022-02-16,False,0,0,0.26,0.85,1,0.19,1
2022-02-16 13:00:00,0.0,0.0,0.24,2,12.95,12.76,12.79,13.72,94,0.41,100,5,11.51,16,2,2022,2,13,0,13,2022-02-16,False,0,0,0.24,1.0,1,0.24,1
2022-02-16 14:00:00,0.014,0.0,0.247,1,12.98,12.79,12.79,14.23,94,0.37,100,5,11.54,16,2,2022,2,14,0,14,2022-02-16,False,0,0,0.26,0.95,1,0.23,1
2022-02-16 15:00:00,0.132,0.0,0.19,0,12.96,12.77,12.79,13.72,94,0.31,100,5,11.52,16,2,2022,2,15,0,15,2022-02-16,False,0,0,0.32,0.59,1,0.06,1
2022-02-16 16:00:00,0.344,0.0,0.09,0,12.98,12.79,12.79,14.23,94,0.32,100,5,11.54,16,2,2022,2,16,0,16,2022-02-16,False,0,0,0.43,0.21,1,-0.25,1
2022-02-16 17:00:00,0.222,0.0,0.017,0,12.98,12.79,12.23,13.72,94,0.14,100,5,11.53,16,2,2022,2,17,0,17,2022-02-16,False,0,0,0.24,0.07,1,-0.2,1
2022-02-16 18:00:00,0.317,0.0,0.0,0,12.96,12.77,12.23,13.72,94,0.12,100,5,11.52,16,2,2022,2,18,0,18,2022-02-16,False,0,0,0.32,0.0,1,-0.32,1
2022-02-16 19:00:00,0.5,0.0,0.0,0,12.92,12.72,12.72,13.12,94,0.13,100,5,11.49,16,2,2022,2,19,0,19,2022-02-16,False,0,0,0.5,0.0,0,-0.5,0
2022-02-16 20:00:00,1.374,0.0,0.0,0,12.9,12.7,12.23,13.12,94,0.0,98,3,11.47,16,2,2022,2,20,0,20,2022-02-16,False,0,0,1.37,0.0,0,-1.37,0
2022-02-16 21:00:00,0.653,0.0,0.0,0,12.9,12.7,12.23,12.93,94,0.0,100,3,11.47,16,2,2022,2,21,0,21,2022-02-16,False,0,0,0.65,0.0,0,-0.65,0
2022-02-16 22:00:00,0.0,0.477,0.0,0,12.89,12.69,12.23,12.93,94,0.0,98,3,11.46,16,2,2022,2,22,0,22,2022-02-16,False,0,0,0.48,0.0,0,-0.48,0
2022-02-16 23:00:00,0.0,0.507,0.0,0,12.92,12.72,12.23,12.93,94,0.16,100,5,11.48,16,2,2022,2,23,0,23,2022-02-16,False,0,0,0.51,0.0,0,-0.51,0
2022-02-17 00:00:00,0.0,0.397,0.0,0,12.92,12.72,12.23,12.93,94,0.0,100,3,11.48,17,2,2022,3,0,0,0,2022-02-17,False,0,0,0.4,0.0,0,-0.4,0
2022-02-17 01:00:00,0.0,0.412,0.0,0,12.88,12.68,11.77,13.12,94,0.0,100,3,11.46,17,2,2022,3,1,0,1,2022-02-17,False,0,0,0.41,0.0,0,-0.41,0
2022-02-17 02:00:00,0.0,0.424,0.0,0,12.88,12.68,11.68,13.12,94,0.0,100,3,11.45,17,2,2022,3,2,0,2,2022-02-17,False,0,0,0.42,0.0,0,-0.42,0
2022-02-17 03:00:00,0.0,0.419,0.0,0,11.81,11.5,11.68,12.01,94,0.0,100,3,10.39,17,2,2022,3,3,0,3,2022-02-17,False,0,0,0.42,0.0,0,-0.42,0
2022-02-17 04:00:00,0.0,0.398,0.0,0,11.81,11.5,11.68,12.01,94,0.11,100,5,10.39,17,2,2022,3,4,0,4,2022-02-17,False,0,0,0.4,0.0,0,-0.4,0
2022-02-17 05:00:00,0.0,0.334,0.0,0,11.8,11.49,11.21,11.82,94,0.0,99,3,10.38,17,2,2022,3,5,0,5,2022-02-17,False,0,0,0.33,0.0,0,-0.33,0
2022-02-17 06:00:00,0.0,0.236,0.0,0,11.8,11.49,11.21,11.82,94,0.0,96,3,10.38,17,2,2022,3,6,0,6,2022-02-17,False,0,0,0.24,0.0,0,-0.24,0
